partido,match_id,mercado,casa,lado,cuota
Czech Republic - Croatia,1301087876,Total Corners 13.5,Unibet,Under,1.09
Czech Republic - Croatia,1301087876,Full Time Result,Goldenbet,Home,3.55
Czech Republic - Croatia,1301087876,Full Time Result,Goldenbet,Draw,3.44
Czech Republic - Croatia,1301087876,Full Time Result,Goldenbet,Away,2.05
Czech Republic - Croatia,1301087876,Total Goals 2.5,Goldenbet,Over,1.84
Czech Republic - Croatia,1301087876,Total Goals 2.5,Goldenbet,Under,1.98
Czech Republic - Croatia,1301087876,Total Goals 0.5,Goldenbet,Over,1.05
Czech Republic - Croatia,1301087876,Total Goals 0.5,Goldenbet,Under,12.36
Czech Republic - Croatia,1301087876,Total Goals 0.75,Goldenbet,Over,1.06
Czech Republic - Croatia,1301087876,Total Goals 0.75,Goldenbet,Under,9.54
Czech Republic - Croatia,1301087876,Total Goals 1,Goldenbet,Over,1.07
Czech Republic - Croatia,1301087876,Total Goals 1,Goldenbet,Under,8.93
Czech Republic - Croatia,1301087876,Total Goals 1.25,Goldenbet,Over,1.17
Czech Republic - Croatia,1301087876,Total Goals 1.25,Goldenbet,Under,5.18
Czech Republic - Croatia,1301087876,Total Goals 1.5,Goldenbet,Over,1.27
Czech Republic - Croatia,1301087876,Total Goals 1.5,Goldenbet,Under,3.83
Czech Republic - Croatia,1301087876,Total Goals 1.75,Goldenbet,Over,1.32
Czech Republic - Croatia,1301087876,Total Goals 1.75,Goldenbet,Under,3.4
Czech Republic - Croatia,1301087876,Total Goals 2,Goldenbet,Over,1.4
Czech Republic - Croatia,1301087876,Total Goals 2,Goldenbet,Under,2.96
Czech Republic - Croatia,1301087876,Total Goals 2.25,Goldenbet,Over,1.62
Czech Republic - Croatia,1301087876,Total Goals 2.25,Goldenbet,Under,2.31
Czech Republic - Croatia,1301087876,Total Goals 2.75,Goldenbet,Over,2.06
Czech Republic - Croatia,1301087876,Total Goals 2.75,Goldenbet,Under,1.77
Czech Republic - Croatia,1301087876,Total Goals 3,Goldenbet,Over,2.42
Czech Republic - Croatia,1301087876,Total Goals 3,Goldenbet,Under,1.57
Czech Republic - Croatia,1301087876,Total Goals 3.25,Goldenbet,Over,2.73
Czech Republic - Croatia,1301087876,Total Goals 3.25,Goldenbet,Under,1.46
Czech Republic - Croatia,1301087876,Total Goals 3.5,Goldenbet,Over,3.03
Czech Republic - Croatia,1301087876,Total Goals 3.5,Goldenbet,Under,1.39
Czech Republic - Croatia,1301087876,Total Goals 3.75,Goldenbet,Over,3.69
Czech Republic - Croatia,1301087876,Total Goals 3.75,Goldenbet,Under,1.28
Czech Republic - Croatia,1301087876,Total Goals 4,Goldenbet,Over,4.97
Czech Republic - Croatia,1301087876,Total Goals 4,Goldenbet,Under,1.18
Czech Republic - Croatia,1301087876,Total Goals 4.25,Goldenbet,Over,5.36
Czech Republic - Croatia,1301087876,Total Goals 4.25,Goldenbet,Under,1.16
Czech Republic - Croatia,1301087876,Total Goals 4.5,Goldenbet,Over,5.91
Czech Republic - Croatia,1301087876,Total Goals 4.5,Goldenbet,Under,1.14
Czech Republic - Croatia,1301087876,Total Goals 4.75,Goldenbet,Over,7.26
Czech Republic - Croatia,1301087876,Total Goals 4.75,Goldenbet,Under,1.1
Czech Republic - Croatia,1301087876,Total Goals 5,Goldenbet,Over,10.14
Czech Republic - Croatia,1301087876,Total Goals 5,Goldenbet,Under,1.05
Czech Republic - Croatia,1301087876,Total Goals 5.25,Goldenbet,Over,10.44
Czech Republic - Croatia,1301087876,Total Goals 5.25,Goldenbet,Under,1.05
Czech Republic - Croatia,1301087876,Total Goals 5.5,Goldenbet,Over,13.36
Czech Republic - Croatia,1301087876,Total Goals 5.5,Goldenbet,Under,1.05
Czech Republic - Croatia,1301087876,Asian Handicap +0.5/-0.5,Goldenbet,Home,1.79
Czech Republic - Croatia,1301087876,Asian Handicap +0.5/-0.5,Goldenbet,Away,2.04
Czech Republic - Croatia,1301087876,Asian Handicap -1/+1,Goldenbet,Home,6.07
Czech Republic - Croatia,1301087876,Asian Handicap -1/+1,Goldenbet,Away,1.12
Czech Republic - Croatia,1301087876,Asian Handicap -0.75/+0.75,Goldenbet,Home,4.3
Czech Republic - Croatia,1301087876,Asian Handicap -0.75/+0.75,Goldenbet,Away,1.21
Czech Republic - Croatia,1301087876,Asian Handicap -0.5/+0.5,Goldenbet,Home,3.45
Czech Republic - Croatia,1301087876,Asian Handicap -0.5/+0.5,Goldenbet,Away,1.32
Czech Republic - Croatia,1301087876,Asian Handicap -0.25/+0.25,Goldenbet,Home,2.97
Czech Republic - Croatia,1301087876,Asian Handicap -0.25/+0.25,Goldenbet,Away,1.38
Czech Republic - Croatia,1301087876,Asian Handicap 0,Goldenbet,Home,2.55
Czech Republic - Croatia,1301087876,Asian Handicap 0,Goldenbet,Away,1.5
Czech Republic - Croatia,1301087876,Asian Handicap +0.25/-0.25,Goldenbet,Home,2.03
Czech Republic - Croatia,1301087876,Asian Handicap +0.25/-0.25,Goldenbet,Away,1.76
Czech Republic - Croatia,1301087876,Asian Handicap +0.75/-0.75,Goldenbet,Home,1.58
Czech Republic - Croatia,1301087876,Asian Handicap +0.75/-0.75,Goldenbet,Away,2.33
Czech Republic - Croatia,1301087876,Asian Handicap +1/-1,Goldenbet,Home,1.4
Czech Republic - Croatia,1301087876,Asian Handicap +1/-1,Goldenbet,Away,2.91
Czech Republic - Croatia,1301087876,Asian Handicap +1.25/-1.25,Goldenbet,Home,1.32
Czech Republic - Croatia,1301087876,Asian Handicap +1.25/-1.25,Goldenbet,Away,3.28
Czech Republic - Croatia,1301087876,Asian Handicap +1.5/-1.5,Goldenbet,Home,1.27
Czech Republic - Croatia,1301087876,Asian Handicap +1.5/-1.5,Goldenbet,Away,3.77
Czech Republic - Croatia,1301087876,Asian Handicap +1.75/-1.75,Goldenbet,Home,1.19
Czech Republic - Croatia,1301087876,Asian Handicap +1.75/-1.75,Goldenbet,Away,4.59
Czech Republic - Croatia,1301087876,Full Time Result,1xBet,Home,3.77
Czech Republic - Croatia,1301087876,Full Time Result,1xBet,Draw,3.56
Czech Republic - Croatia,1301087876,Full Time Result,1xBet,Away,2.06
Czech Republic - Croatia,1301087876,Total Goals 2.5,1xBet,Over,1.88
Czech Republic - Croatia,1301087876,Total Goals 2.5,1xBet,Under,2.0
Czech Republic - Croatia,1301087876,Total Goals 0.5,1xBet,Over,1.0
Czech Republic - Croatia,1301087876,Total Goals 0.5,1xBet,Under,9.7
Czech Republic - Croatia,1301087876,Total Goals 0.75,1xBet,Over,1.02
Czech Republic - Croatia,1301087876,Total Goals 0.75,1xBet,Under,9.6
Czech Republic - Croatia,1301087876,Total Goals 1,1xBet,Over,1.03
Czech Republic - Croatia,1301087876,Total Goals 1,1xBet,Under,8.7
Czech Republic - Croatia,1301087876,Total Goals 1.25,1xBet,Over,1.14
Czech Republic - Croatia,1301087876,Total Goals 1.25,1xBet,Under,5.02
Czech Republic - Croatia,1301087876,Total Goals 1.5,1xBet,Over,1.25
Czech Republic - Croatia,1301087876,Total Goals 1.5,1xBet,Under,3.62
Czech Republic - Croatia,1301087876,Total Goals 1.75,1xBet,Over,1.32
Czech Republic - Croatia,1301087876,Total Goals 1.75,1xBet,Under,3.27
Czech Republic - Croatia,1301087876,Total Goals 2,1xBet,Over,1.39
Czech Republic - Croatia,1301087876,Total Goals 2,1xBet,Under,2.9
Czech Republic - Croatia,1301087876,Total Goals 2.25,1xBet,Over,1.66
Czech Republic - Croatia,1301087876,Total Goals 2.25,1xBet,Under,2.34
Czech Republic - Croatia,1301087876,Total Goals 2.75,1xBet,Over,2.03
Czech Republic - Croatia,1301087876,Total Goals 2.75,1xBet,Under,1.75
Czech Republic - Croatia,1301087876,Total Goals 3,1xBet,Over,2.39
Czech Republic - Croatia,1301087876,Total Goals 3,1xBet,Under,1.55
Czech Republic - Croatia,1301087876,Total Goals 3.25,1xBet,Over,2.65
Czech Republic - Croatia,1301087876,Total Goals 3.25,1xBet,Under,1.43
Czech Republic - Croatia,1301087876,Total Goals 3.5,1xBet,Over,2.94
Czech Republic - Croatia,1301087876,Total Goals 3.5,1xBet,Under,1.36
Czech Republic - Croatia,1301087876,Total Goals 3.75,1xBet,Over,3.53
Czech Republic - Croatia,1301087876,Total Goals 3.75,1xBet,Under,1.24
Czech Republic - Croatia,1301087876,Total Goals 4,1xBet,Over,4.8
Czech Republic - Croatia,1301087876,Total Goals 4,1xBet,Under,1.14
Czech Republic - Croatia,1301087876,Total Goals 4.25,1xBet,Over,5.07
Czech Republic - Croatia,1301087876,Total Goals 4.25,1xBet,Under,1.11
Czech Republic - Croatia,1301087876,Total Goals 4.5,1xBet,Over,5.45
Czech Republic - Croatia,1301087876,Total Goals 4.5,1xBet,Under,1.09
Czech Republic - Croatia,1301087876,Total Goals 4.75,1xBet,Over,6.3
Czech Republic - Croatia,1301087876,Total Goals 4.75,1xBet,Under,1.06
Czech Republic - Croatia,1301087876,Total Goals 5,1xBet,Over,8.5
Czech Republic - Croatia,1301087876,Total Goals 5,1xBet,Under,1.05
Czech Republic - Croatia,1301087876,Total Goals 5.5,1xBet,Over,10.5
Czech Republic - Croatia,1301087876,Total Goals 5.5,1xBet,Under,1.02
Czech Republic - Croatia,1301087876,Total Goals 6.5,1xBet,Over,23.0
Czech Republic - Croatia,1301087876,Total Goals 6.5,1xBet,Under,1.01
Czech Republic - Croatia,1301087876,Total Goals 7.5,1xBet,Over,50.0
Czech Republic - Croatia,1301087876,Total Goals 7.5,1xBet,Under,1.0
Czech Republic - Croatia,1301087876,Asian Handicap -2/+2,1xBet,Home,12.5
Czech Republic - Croatia,1301087876,Asian Handicap -2/+2,1xBet,Away,1.01
Czech Republic - Croatia,1301087876,Asian Handicap -1.75/+1.75,1xBet,Home,10.3
Czech Republic - Croatia,1301087876,Asian Handicap -1.75/+1.75,1xBet,Away,1.01
Czech Republic - Croatia,1301087876,Asian Handicap -1.5/+1.5,1xBet,Home,7.9
Czech Republic - Croatia,1301087876,Asian Handicap -1.5/+1.5,1xBet,Away,1.04
Czech Republic - Croatia,1301087876,Asian Handicap -1.25/+1.25,1xBet,Home,7.5
Czech Republic - Croatia,1301087876,Asian Handicap -1.25/+1.25,1xBet,Away,1.06
Czech Republic - Croatia,1301087876,Asian Handicap -1/+1,1xBet,Home,7.0
Czech Republic - Croatia,1301087876,Asian Handicap -1/+1,1xBet,Away,1.07
Czech Republic - Croatia,1301087876,Asian Handicap -0.75/+0.75,1xBet,Home,4.6
Czech Republic - Croatia,1301087876,Asian Handicap -0.75/+0.75,1xBet,Away,1.18
Czech Republic - Croatia,1301087876,Asian Handicap -0.25/+0.25,1xBet,Home,3.23
Czech Republic - Croatia,1301087876,Asian Handicap -0.25/+0.25,1xBet,Away,1.39
Czech Republic - Croatia,1301087876,Asian Handicap 0,1xBet,Home,2.71
Czech Republic - Croatia,1301087876,Asian Handicap 0,1xBet,Away,1.51
Czech Republic - Croatia,1301087876,Asian Handicap +0.25/-0.25,1xBet,Home,2.07
Czech Republic - Croatia,1301087876,Asian Handicap +0.25/-0.25,1xBet,Away,1.73
Czech Republic - Croatia,1301087876,Asian Handicap +0.75/-0.75,1xBet,Home,1.58
Czech Republic - Croatia,1301087876,Asian Handicap +0.75/-0.75,1xBet,Away,2.26
Czech Republic - Croatia,1301087876,Asian Handicap +1/-1,1xBet,Home,1.38
Czech Republic - Croatia,1301087876,Asian Handicap +1/-1,1xBet,Away,2.85
Czech Republic - Croatia,1301087876,Asian Handicap +1.25/-1.25,1xBet,Home,1.29
Czech Republic - Croatia,1301087876,Asian Handicap +1.25/-1.25,1xBet,Away,3.19
Czech Republic - Croatia,1301087876,Asian Handicap +1.5/-1.5,1xBet,Home,1.24
Czech Republic - Croatia,1301087876,Asian Handicap +1.5/-1.5,1xBet,Away,3.56
Czech Republic - Croatia,1301087876,Asian Handicap +1.75/-1.75,1xBet,Home,1.14
Czech Republic - Croatia,1301087876,Asian Handicap +1.75/-1.75,1xBet,Away,4.47
Czech Republic - Croatia,1301087876,Asian Handicap +2/-2,1xBet,Home,1.06
Czech Republic - Croatia,1301087876,Asian Handicap +2/-2,1xBet,Away,6.4
Czech Republic - Croatia,1301087876,Asian Handicap +2.5/-2.5,1xBet,Home,1.03
Czech Republic - Croatia,1301087876,Asian Handicap +2.5/-2.5,1xBet,Away,7.1
Czech Republic - Croatia,1301087876,Both Teams To Score,1xBet,Yes,1.67
Czech Republic - Croatia,1301087876,Both Teams To Score,1xBet,No,2.1
Czech Republic - Croatia,1301087876,Odd or Even,1xBet,Odd,1.89
Czech Republic - Croatia,1301087876,Odd or Even,1xBet,Even,1.81
Czech Republic - Croatia,1301087876,Full Time Result,Betway,Home,3.6
Czech Republic - Croatia,1301087876,Full Time Result,Betway,Draw,3.4
Czech Republic - Croatia,1301087876,Full Time Result,Betway,Away,2.0
Czech Republic - Croatia,1301087876,Correct Score 0 : 0,Betway,0 : 0,11.0
Czech Republic - Croatia,1301087876,Correct Score 0 : 1,Betway,0 : 1,8.5
Czech Republic - Croatia,1301087876,Correct Score 0 : 2,Betway,0 : 2,9.0
Czech Republic - Croatia,1301087876,Correct Score 0 : 3,Betway,0 : 3,15.0
Czech Republic - Croatia,1301087876,Correct Score 0 : 4,Betway,0 : 4,29.0
Czech Republic - Croatia,1301087876,Correct Score 0 : 5,Betway,0 : 5,67.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 0,Betway,1 : 0,12.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 1,Betway,1 : 1,6.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 2,Betway,1 : 2,9.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 3,Betway,1 : 3,13.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 4,Betway,1 : 4,29.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 5,Betway,1 : 5,67.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 0,Betway,2 : 0,15.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 1,Betway,2 : 1,13.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 2,Betway,2 : 2,12.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 3,Betway,2 : 3,23.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 4,Betway,2 : 4,41.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 5,Betway,2 : 5,101.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 0,Betway,3 : 0,34.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 1,Betway,3 : 1,23.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 2,Betway,3 : 2,29.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 3,Betway,3 : 3,41.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 4,Betway,3 : 4,81.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 0,Betway,4 : 0,81.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 1,Betway,4 : 1,51.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 2,Betway,4 : 2,67.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 3,Betway,4 : 3,126.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 4,Betway,4 : 4,126.0
Czech Republic - Croatia,1301087876,Correct Score 5 : 1,Betway,5 : 1,151.0
Czech Republic - Croatia,1301087876,Correct Score 5 : 2,Betway,5 : 2,126.0
Czech Republic - Croatia,1301087876,Odd or Even,Betway,Odd,2.0
Czech Republic - Croatia,1301087876,Odd or Even,Betway,Even,1.75
Czech Republic - Croatia,1301087876,Full Time Result,All British Casino,Home,3.66
Czech Republic - Croatia,1301087876,Full Time Result,All British Casino,Draw,3.25
Czech Republic - Croatia,1301087876,Full Time Result,All British Casino,Away,2.0
Czech Republic - Croatia,1301087876,Total Goals 2.5,All British Casino,Over,1.8
Czech Republic - Croatia,1301087876,Total Goals 2.5,All British Casino,Under,1.9
Czech Republic - Croatia,1301087876,Total Goals 0.5,All British Casino,Over,1.04
Czech Republic - Croatia,1301087876,Total Goals 0.5,All British Casino,Under,8.0
Czech Republic - Croatia,1301087876,Total Goals 1.5,All British Casino,Over,1.25
Czech Republic - Croatia,1301087876,Total Goals 1.5,All British Casino,Under,3.6
Czech Republic - Croatia,1301087876,Total Goals 3.5,All British Casino,Over,2.9
Czech Republic - Croatia,1301087876,Total Goals 3.5,All British Casino,Under,1.36
Czech Republic - Croatia,1301087876,Total Goals 4.5,All British Casino,Over,5.33
Czech Republic - Croatia,1301087876,Total Goals 4.5,All British Casino,Under,1.11
Czech Republic - Croatia,1301087876,Total Goals 5.5,All British Casino,Over,8.0
Czech Republic - Croatia,1301087876,Total Goals 5.5,All British Casino,Under,1.04
Czech Republic - Croatia,1301087876,Total Goals 6.5,All British Casino,Over,10.0
Czech Republic - Croatia,1301087876,Total Goals 6.5,All British Casino,Under,1.01
Czech Republic - Croatia,1301087876,Asian Handicap +0.5/-0.5,All British Casino,Home,1.75
Czech Republic - Croatia,1301087876,Asian Handicap +0.5/-0.5,All British Casino,Away,1.93
Czech Republic - Croatia,1301087876,Asian Handicap -0.5/+0.5,All British Casino,Home,2.8
Czech Republic - Croatia,1301087876,Asian Handicap -0.5/+0.5,All British Casino,Away,1.36
Czech Republic - Croatia,1301087876,Both Teams To Score,All British Casino,Yes,1.66
Czech Republic - Croatia,1301087876,Both Teams To Score,All British Casino,No,2.05
Czech Republic - Croatia,1301087876,Odd or Even,All British Casino,Odd,2.0
Czech Republic - Croatia,1301087876,Odd or Even,All British Casino,Even,1.81
Czech Republic - Croatia,1301087876,Full Time Result,Bet9ja,Home,3.75
Czech Republic - Croatia,1301087876,Full Time Result,Bet9ja,Draw,3.25
Czech Republic - Croatia,1301087876,Full Time Result,Bet9ja,Away,2.1
Czech Republic - Croatia,1301087876,Full Time Result,Marathonbet,Home,3.76
Czech Republic - Croatia,1301087876,Full Time Result,Marathonbet,Draw,3.56
Czech Republic - Croatia,1301087876,Full Time Result,Marathonbet,Away,2.06
Czech Republic - Croatia,1301087876,Total Goals 2.5,Marathonbet,Over,1.85
Czech Republic - Croatia,1301087876,Total Goals 2.5,Marathonbet,Under,1.97
Czech Republic - Croatia,1301087876,Total Goals 0.5,Marathonbet,Over,1.0
Czech Republic - Croatia,1301087876,Total Goals 0.5,Marathonbet,Under,9.7
Czech Republic - Croatia,1301087876,Total Goals 0.75,Marathonbet,Over,1.01
Czech Republic - Croatia,1301087876,Total Goals 0.75,Marathonbet,Under,9.2
Czech Republic - Croatia,1301087876,Total Goals 1,Marathonbet,Over,1.03
Czech Republic - Croatia,1301087876,Total Goals 1,Marathonbet,Under,8.7
Czech Republic - Croatia,1301087876,Total Goals 1.25,Marathonbet,Over,1.14
Czech Republic - Croatia,1301087876,Total Goals 1.25,Marathonbet,Under,5.0
Czech Republic - Croatia,1301087876,Total Goals 1.5,Marathonbet,Over,1.25
Czech Republic - Croatia,1301087876,Total Goals 1.5,Marathonbet,Under,3.62
Czech Republic - Croatia,1301087876,Total Goals 1.75,Marathonbet,Over,1.31
Czech Republic - Croatia,1301087876,Total Goals 1.75,Marathonbet,Under,3.26
Czech Republic - Croatia,1301087876,Total Goals 2,Marathonbet,Over,1.39
Czech Republic - Croatia,1301087876,Total Goals 2,Marathonbet,Under,2.9
Czech Republic - Croatia,1301087876,Total Goals 2.25,Marathonbet,Over,1.61
Czech Republic - Croatia,1301087876,Total Goals 2.25,Marathonbet,Under,2.28
Czech Republic - Croatia,1301087876,Total Goals 2.75,Marathonbet,Over,2.04
Czech Republic - Croatia,1301087876,Total Goals 2.75,Marathonbet,Under,1.76
Czech Republic - Croatia,1301087876,Total Goals 3,Marathonbet,Over,2.39
Czech Republic - Croatia,1301087876,Total Goals 3,Marathonbet,Under,1.55
Czech Republic - Croatia,1301087876,Total Goals 3.25,Marathonbet,Over,2.66
Czech Republic - Croatia,1301087876,Total Goals 3.25,Marathonbet,Under,1.44
Czech Republic - Croatia,1301087876,Total Goals 3.5,Marathonbet,Over,2.94
Czech Republic - Croatia,1301087876,Total Goals 3.5,Marathonbet,Under,1.36
Czech Republic - Croatia,1301087876,Total Goals 3.75,Marathonbet,Over,3.55
Czech Republic - Croatia,1301087876,Total Goals 3.75,Marathonbet,Under,1.25
Czech Republic - Croatia,1301087876,Total Goals 4,Marathonbet,Over,4.8
Czech Republic - Croatia,1301087876,Total Goals 4,Marathonbet,Under,1.14
Czech Republic - Croatia,1301087876,Total Goals 4.25,Marathonbet,Over,5.1
Czech Republic - Croatia,1301087876,Total Goals 4.25,Marathonbet,Under,1.11
Czech Republic - Croatia,1301087876,Total Goals 4.5,Marathonbet,Over,5.45
Czech Republic - Croatia,1301087876,Total Goals 4.5,Marathonbet,Under,1.09
Czech Republic - Croatia,1301087876,Total Goals 4.75,Marathonbet,Over,6.3
Czech Republic - Croatia,1301087876,Total Goals 4.75,Marathonbet,Under,1.06
Czech Republic - Croatia,1301087876,Total Goals 5,Marathonbet,Over,9.1
Czech Republic - Croatia,1301087876,Total Goals 5,Marathonbet,Under,1.0
Czech Republic - Croatia,1301087876,Correct Score 0 : 0,Marathonbet,0 : 0,9.7
Czech Republic - Croatia,1301087876,Correct Score 0 : 1,Marathonbet,0 : 1,7.7
Czech Republic - Croatia,1301087876,Correct Score 0 : 2,Marathonbet,0 : 2,9.9
Czech Republic - Croatia,1301087876,Correct Score 0 : 3,Marathonbet,0 : 3,17.5
Czech Republic - Croatia,1301087876,Correct Score 0 : 4,Marathonbet,0 : 4,41.0
Czech Republic - Croatia,1301087876,Correct Score 0 : 5,Marathonbet,0 : 5,96.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 0,Marathonbet,1 : 0,11.25
Czech Republic - Croatia,1301087876,Correct Score 1 : 1,Marathonbet,1 : 1,6.05
Czech Republic - Croatia,1301087876,Correct Score 1 : 2,Marathonbet,1 : 2,8.2
Czech Republic - Croatia,1301087876,Correct Score 1 : 3,Marathonbet,1 : 3,15.25
Czech Republic - Croatia,1301087876,Correct Score 1 : 4,Marathonbet,1 : 4,35.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 5,Marathonbet,1 : 5,86.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 0,Marathonbet,2 : 0,20.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 1,Marathonbet,2 : 1,11.75
Czech Republic - Croatia,1301087876,Correct Score 2 : 2,Marathonbet,2 : 2,12.75
Czech Republic - Croatia,1301087876,Correct Score 2 : 3,Marathonbet,2 : 3,25.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 4,Marathonbet,2 : 4,56.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 0,Marathonbet,3 : 0,48.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 1,Marathonbet,3 : 1,31.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 2,Marathonbet,3 : 2,35.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 3,Marathonbet,3 : 3,56.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 4,Marathonbet,3 : 4,111.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 0,Marathonbet,4 : 0,111.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 1,Marathonbet,4 : 1,86.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 2,Marathonbet,4 : 2,101.0
Czech Republic - Croatia,1301087876,Total Cards 3.25,Marathonbet,Over,1.83
Czech Republic - Croatia,1301087876,Total Cards 3.25,Marathonbet,Under,1.87
Czech Republic - Croatia,1301087876,Total Cards 1.75,Marathonbet,Over,1.11
Czech Republic - Croatia,1301087876,Total Cards 1.75,Marathonbet,Under,4.9
Czech Republic - Croatia,1301087876,Total Cards 2,Marathonbet,Over,1.13
Czech Republic - Croatia,1301087876,Total Cards 2,Marathonbet,Under,4.5
Czech Republic - Croatia,1301087876,Total Cards 2.25,Marathonbet,Over,1.27
Czech Republic - Croatia,1301087876,Total Cards 2.25,Marathonbet,Under,3.14
Czech Republic - Croatia,1301087876,Total Cards 2.5,Marathonbet,Over,1.4
Czech Republic - Croatia,1301087876,Total Cards 2.5,Marathonbet,Under,2.6
Czech Republic - Croatia,1301087876,Total Cards 2.75,Marathonbet,Over,1.49
Czech Republic - Croatia,1301087876,Total Cards 2.75,Marathonbet,Under,2.38
Czech Republic - Croatia,1301087876,Total Cards 3,Marathonbet,Over,1.61
Czech Republic - Croatia,1301087876,Total Cards 3,Marathonbet,Under,2.14
Czech Republic - Croatia,1301087876,Total Cards 3.5,Marathonbet,Over,2.03
Czech Republic - Croatia,1301087876,Total Cards 3.5,Marathonbet,Under,1.7
Czech Republic - Croatia,1301087876,Total Cards 3.75,Marathonbet,Over,2.29
Czech Republic - Croatia,1301087876,Total Cards 3.75,Marathonbet,Under,1.55
Czech Republic - Croatia,1301087876,Total Cards 4,Marathonbet,Over,2.72
Czech Republic - Croatia,1301087876,Total Cards 4,Marathonbet,Under,1.39
Czech Republic - Croatia,1301087876,Total Cards 4.25,Marathonbet,Over,2.98
Czech Republic - Croatia,1301087876,Total Cards 4.25,Marathonbet,Under,1.32
Czech Republic - Croatia,1301087876,Total Cards 4.5,Marathonbet,Over,3.2
Czech Republic - Croatia,1301087876,Total Cards 4.5,Marathonbet,Under,1.27
Czech Republic - Croatia,1301087876,Total Cards 4.75,Marathonbet,Over,3.82
Czech Republic - Croatia,1301087876,Total Cards 4.75,Marathonbet,Under,1.19
Czech Republic - Croatia,1301087876,Total Cards 5,Marathonbet,Over,4.95
Czech Republic - Croatia,1301087876,Total Cards 5,Marathonbet,Under,1.11
Czech Republic - Croatia,1301087876,Total Cards 5.25,Marathonbet,Over,4.75
Czech Republic - Croatia,1301087876,Total Cards 5.25,Marathonbet,Under,1.12
Czech Republic - Croatia,1301087876,Odd or Even,Marathonbet,Odd,1.89
Czech Republic - Croatia,1301087876,Odd or Even,Marathonbet,Even,1.81
Czech Republic - Croatia,1301087876,Total Corners 9.5,Marathonbet,Over,1.96
Czech Republic - Croatia,1301087876,Total Corners 9.5,Marathonbet,Under,1.75
Czech Republic - Croatia,1301087876,Total Corners 6.5,Marathonbet,Over,1.13
Czech Republic - Croatia,1301087876,Total Corners 6.5,Marathonbet,Under,4.65
Czech Republic - Croatia,1301087876,Total Corners 7.5,Marathonbet,Over,1.28
Czech Republic - Croatia,1301087876,Total Corners 7.5,Marathonbet,Under,3.05
Czech Republic - Croatia,1301087876,Total Corners 8.5,Marathonbet,Over,1.55
Czech Republic - Croatia,1301087876,Total Corners 8.5,Marathonbet,Under,2.23
Czech Republic - Croatia,1301087876,Total Corners 10.5,Marathonbet,Over,2.57
Czech Republic - Croatia,1301087876,Total Corners 10.5,Marathonbet,Under,1.42
Czech Republic - Croatia,1301087876,Total Corners 11.5,Marathonbet,Over,3.5
Czech Republic - Croatia,1301087876,Total Corners 11.5,Marathonbet,Under,1.22
Czech Republic - Croatia,1301087876,Total Corners 12.5,Marathonbet,Over,4.95
Czech Republic - Croatia,1301087876,Total Corners 12.5,Marathonbet,Under,1.11
Czech Republic - Croatia,1301087876,Full Time Result,Megapari,Home,3.68
Czech Republic - Croatia,1301087876,Full Time Result,Megapari,Draw,3.48
Czech Republic - Croatia,1301087876,Full Time Result,Megapari,Away,2.02
Czech Republic - Croatia,1301087876,Total Goals 2.5,Megapari,Over,1.84
Czech Republic - Croatia,1301087876,Total Goals 2.5,Megapari,Under,1.96
Czech Republic - Croatia,1301087876,Total Goals 0.5,Megapari,Over,1.0
Czech Republic - Croatia,1301087876,Total Goals 0.5,Megapari,Under,9.7
Czech Republic - Croatia,1301087876,Total Goals 0.75,Megapari,Over,1.02
Czech Republic - Croatia,1301087876,Total Goals 0.75,Megapari,Under,9.6
