match_id,equipo_id,jugador_id,posicion,minutos,suplente,nota,fueras_de_juego,goalsScored,goalsSaved,goalsConceded,assists,dribblesTotal,dribblesSuccessful,dribblesFailed,dribbleSuccessRate,fouledByOthers,fouledOthers,tacklesTotal,interceptionsTotal,duelsTotal,duelsWon,duelsLost,duelSuccessRate,cardsRed,cardsYellow,cardsSecondYellow,passesAccuracy,passesSuccessful,passesFailed,passesTotal,passesKey,penaltiesScored,penaltiesMissed,penaltiesTotal,penaltiesAccuracy,shotsOnTarget,shotsOffTarget,shotsTotal,shotsAccuracy,expectedGoals,expectedAssists,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,expectedGoalsPrevented
1336412035,467132,394443,Midfielder,21,True,6.99,0,0,0,0,0,0,0,0,0.00 %,1,0,1,0,4,2,2,50.00 %,0,0,0,88.89 %,8,1,9,0,0,0,0,0.00 %,0,0,0,0.00 %,,0.02,,,
1336412035,467132,43302714,Midfielder,10,True,6.34,0,0,0,0,0,0,0,0,0.00 %,0,0,0,0,3,0,3,0.00 %,0,0,0,50.00 %,1,1,2,0,0,0,0,0.00 %,0,0,0,0.00 %,,0,,,
1336412035,467132,30563106,Goalkeeper,0,True,,0,0,0,0,0,0,0,0,0.00 %,0,0,0,0,0,0,0,0.00 %,0,0,0,0.00 %,0,0,0,0,0,0,0,0.00 %,0,0,0,0.00 %,,0,,1.1,-0.95
1336412035,467132,44465778,Defender,0,True,,0,0,0,0,0,0,0,0,0.00 %,0,0,0,0,0,0,0,0.00 %,0,0,0,0.00 %,0,0,0,0,0,0,0,0.00 %,0,0,0,0.00 %,,0,,,
1336412035,467132,62284453,Defender,0,True,,0,0,0,0,0,0,0,0,0.00 %,0,0,0,0,0,0,0,0.00 %,0,0,0,0.00 %,0,0,0,0,0,0,0,0.00 %,0,0,0,0.00 %,,,,,
1336412035,467132,29390060,Defender,0,True,,0,0,0,0,0,0,0,0,0.00 %,0,0,0,0,0,0,0,0.00 %,0,0,0,0.00 %,0,0,0,0,0,0,0,0.00 %,0,0,0,0.00 %,0.18,0.09,,,
1336412035,467132,5290936,Forward,0,True,,0,0,0,0,0,0,0,0,0.00 %,0,0,0,0,0,0,0,0.00 %,0,0,0,0.00 %,0,0,0,0,0,0,0,0.00 %,0,0,0,0.00 %,,,,,
1336412035,467132,72299297,Forward,0,True,,0,0,0,0,0,0,0,0,0.00 %,0,0,0,0,0,0,0,0.00 %,0,0,0,0.00 %,0,0,0,0,0,0,0,0.00 %,0,0,0,0.00 %,,0,,1.1,-0.95
1336412035,467132,29582938,Midfielder,0,True,,0,0,0,0,0,0,0,0,0.00 %,0,0,0,0,0,0,0,0.00 %,0,0,0,0.00 %,0,0,0,0,0,0,0,0.00 %,0,0,0,0.00 %,,,,,
1321410607,69715,5929301,Goalkeeper,90,False,7.20,0,0,8,0,0,0,0,0,0.00 %,0,0,0,0,0,0,0,0.00 %,0,0,0,50.00 %,19,19,38,0,0,0,0,0.00 %,0,0,0,0.00 %,,0,,4.5,2.51
1321410607,69715,183372,Defender,77,False,5.20,0,0,0,0,0,0,0,0,0.00 %,0,2,2,2,6,3,3,50.00 %,1,0,0,86.67 %,26,4,30,0,0,0,0,0.00 %,0,1,1,0.00 %,0.03,0.01,,,
1321410607,69715,29274301,Defender,90,False,6.54,0,0,0,0,0,0,0,0,0.00 %,0,1,1,2,3,2,1,66.67 %,0,0,0,86.49 %,32,5,37,0,0,0,0,0.00 %,0,0,0,0.00 %,,0.01,,,
