match_id,mes,y,p_mercado,p_pc,Avg>2.5,Avg<2.5,p_28,p_A,p_B
1172580919,2025-09,0,0.4244791666666667,0.41206030150753775,2.21,1.63,0.31329268,0.3062223,0.33563352
1181473018,2025-09,1,0.526595744680851,0.5521628498727736,1.78,1.98,0.56925094,0.584076,0.5649888
1181468763,2025-09,1,0.5917312661498708,0.5620253164556962,1.58,2.29,0.64721453,0.66536963,0.6630753
1181472167,2025-09,1,0.5053191489361702,0.5191815856777493,1.86,1.9,0.39327735,0.4356536,0.3961431
1181470465,2025-09,0,0.5755208333333334,0.6204379562043796,1.63,2.21,0.58351,0.64405125,0.6494645
1181469614,2025-09,0,0.6311881188118812,0.6516587677725119,1.49,2.55,0.5393644,0.6422836,0.5964423
1173534039,2025-09,0,0.47340425531914887,0.4552429667519181,1.98,1.78,0.48211637,0.43961897,0.4226697
1173532337,2025-09,0,0.4511873350923483,0.43511450381679384,2.08,1.71,0.42381173,0.3209619,0.35957703
1173535741,2025-09,0,0.5396825396825397,0.5623409669211196,1.74,2.04,0.50550264,0.5516138,0.52033865
1173529784,2025-09,1,0.5616797900262467,0.5793450881612091,1.67,2.14,0.50122726,0.56830496,0.56395435
1173533188,2025-09,0,0.4656084656084655,0.4376590330788804,2.02,1.76,0.5272981,0.5028757,0.4900363
1183620091,2025-09,1,0.5411140583554377,0.5768261964735516,1.73,2.04,0.6004459,0.5754041,0.5482651
1183995382,2025-09,1,0.39230769230769225,0.41813602015113355,2.37,1.53,0.41881818,0.3963196,0.4191309
1183993680,2025-09,0,0.37626262626262624,0.35714285714285715,2.47,1.49,0.4814644,0.46190852,0.4470458
1180959014,2025-09,0,0.5053191489361702,0.5498721227621484,1.86,1.9,0.5055278,0.52085286,0.4695573
1172583472,2025-09,1,0.42558746736292424,0.42000000000000004,2.2,1.63,0.60890186,0.5040101,0.5255201
1183613283,2025-09,0,0.42297650130548303,0.40049751243781095,2.21,1.62,0.4185894,0.3777453,0.43414378
1183996233,2025-09,0,0.35308641975308636,0.328735632183908,2.62,1.43,0.53022236,0.4977731,0.45247507
1173536592,2025-09,1,0.5343915343915343,0.548469387755102,1.76,2.02,0.5872625,0.56201994,0.5319377
1181467061,2025-09,1,0.779816513761468,0.7079646017699115,1.2,4.25,0.67280114,0.6956097,0.7592495
1172582621,2025-09,1,0.4035989717223651,0.3901234567901235,2.32,1.57,0.4752373,0.41998607,0.42126647
1173530635,2025-09,1,0.5538057742782152,0.5572519083969466,1.7,2.11,0.5369544,0.5999424,0.5795282
1183614134,2025-09,0,0.5514511873350924,0.5510204081632654,1.7,2.09,0.46883574,0.49201703,0.47685415
1183991978,2025-09,1,0.5027027027027027,0.4974226804123712,1.84,1.86,0.5195768,0.5880533,0.5778369
1180954759,2025-09,1,0.6161616161616161,0.6643518518518519,1.52,2.44,0.6108179,0.6612083,0.6802717
1172586025,2025-09,0,0.47074468085106375,0.48593350383631717,1.99,1.77,0.5075882,0.4815987,0.46654326
1188805234,2025-09,1,0.4878706199460916,0.48711340206185555,1.9,1.81,0.5042471,0.50045556,0.48537177
1183615836,2025-09,0,0.5476190476190476,0.5191815856777493,1.71,2.07,0.5100225,0.57068723,0.55111
1172580068,2025-09,1,0.5358090185676393,0.5280612244897959,1.75,2.02,0.54021347,0.5807524,0.57738495
1180956461,2025-09,1,0.526595744680851,0.48337595907928377,1.78,1.98,0.5170725,0.5144795,0.5006231
1172585174,2025-09,0,0.41085271317829464,0.3832923832923833,2.28,1.59,0.41990456,0.35677174,0.38702396
1173531486,2025-09,0,0.6161616161616161,0.6304347826086957,1.52,2.44,0.6794805,0.6649097,0.6859909
1181471316,2025-09,1,0.4588859416445623,0.44642857142857145,2.04,1.73,0.42212048,0.37786198,0.36711794
