y,pm,liga,28,28 + impacto xG,28 + impacto goles,28 + impacto xG y goles,28 + lesiones
0,0.4680851063829787,Ligue 1,0.46740723,0.46306938,0.4665811,0.47154015,0.46125564
1,0.596401028277635,Premier League,0.59607524,0.60273427,0.6107137,0.6091304,0.59127027
1,0.4840425531914894,Premier League,0.6082,0.6079655,0.6001404,0.59236544,0.6133503
0,0.544973544973545,Bundesliga,0.5882498,0.59420276,0.6135122,0.61126584,0.59966373
0,0.5593667546174144,La Liga,0.4868892,0.48595157,0.5013173,0.51071066,0.45472327
1,0.37468354430379747,Segunda,0.3977362,0.4032422,0.42471677,0.4306334,0.3950165
1,0.4623655913978494,Segunda,0.50663173,0.5055557,0.5265535,0.51698935,0.50028193
1,0.5807291666666666,Ligue 1,0.48325616,0.4809935,0.5010594,0.5063974,0.48071352
1,0.5066666666666666,Ligue 1,0.46249446,0.46626234,0.47441393,0.48459038,0.45798054
1,0.4880000000000001,Ligue 1,0.5676766,0.5813326,0.5626458,0.5861815,0.56235325
1,0.6293532338308457,Bundesliga,0.5027555,0.49481565,0.5051289,0.50943404,0.51142967
0,0.5435356200527705,Premier League,0.6683909,0.66418236,0.6490609,0.65876454,0.6792016
0,0.41666666666666663,Serie A,0.5046171,0.50688136,0.47172433,0.45563427,0.50188345
0,0.41085271317829464,Serie A,0.47675294,0.48322183,0.43808708,0.44313312,0.4713564
1,0.43044619422572183,La Liga,0.48978287,0.49964285,0.4935813,0.48815876,0.60074794
0,0.42216358839050133,Segunda,0.3407269,0.3486785,0.36279082,0.36780658,0.45119137
1,0.4760638297872341,Bundesliga,0.5765174,0.5692534,0.5640844,0.56239825,0.5690081
0,0.42036553524804177,La Liga,0.38208395,0.3785102,0.3590282,0.35675442,0.3746403
1,0.4813829787234043,Premier League,0.45204267,0.45667672,0.4801806,0.46547836,0.45151377
0,0.6106870229007634,Ligue 1,0.69418573,0.6830525,0.6635214,0.65802747,0.69359744
1,0.5818181818181818,Serie A,0.57728803,0.5726453,0.5660397,0.5601825,0.5637973
1,0.5093333333333333,Serie A,0.40121537,0.39262232,0.4179085,0.41290388,0.39474407
1,0.42216358839050133,Segunda,0.33670932,0.33572873,0.3247883,0.3314268,0.33291954
0,0.6602409638554217,La Liga,0.7097708,0.7164659,0.6643368,0.6637243,0.70393574
1,0.3582089552238806,Segunda,0.4256599,0.36754566,0.4024221,0.38019824,0.44242048
1,0.4109947643979057,Segunda,0.5233523,0.46066207,0.49341002,0.45864663,0.5224014
1,0.448,Segunda,0.3992979,0.380799,0.42713246,0.41545567,0.39054847
1,0.5800524934383202,Segunda,0.7496692,0.7373118,0.7367619,0.71933156,0.73778075
