pid,mes,y,p_mercado,p_pc,cuota_o,cuota_u,p_1,p_3,p_10,p_B10
22292,2026-04,0,0.4162303664921466,,2.23,1.59,0.42753586,0.4645064,0.44211084,0.40913987
22293,2026-04,0,0.5080213903743315,,1.84,1.9,0.46916136,0.5822913,0.49738663,0.51177645
22294,2026-04,1,0.5833333333333334,,1.6,2.24,0.6521753,0.6016514,0.59337276,0.53625983
22295,2026-04,1,0.4932614555256065,,1.88,1.83,0.45923504,0.48633376,0.4813339,0.5017909
22296,2026-04,0,0.5922077922077923,,1.57,2.28,0.52922857,0.51687247,0.5345558,0.5953024
22297,2026-04,1,0.5294117647058824,,1.76,1.98,0.559817,0.50653636,0.5253534,0.5431614
22298,2026-04,1,0.49595687331536387,,1.87,1.84,0.5907291,0.50064796,0.46376306,0.464614
22299,2026-04,1,0.48525469168900803,,1.92,1.81,0.4618029,0.4793488,0.5411566,0.5268096
22300,2026-04,0,0.6618705035971223,,1.41,2.76,0.51081777,0.61623204,0.6342713,0.67084104
22301,2026-04,1,0.6259351620947631,,1.5,2.51,0.5742877,0.56724656,0.57868606,0.63832235
22302,2026-04,1,0.5213903743315508,,1.79,1.95,0.49574837,0.5315015,0.4977542,0.5187422
22303,2026-04,1,0.4613333333333334,,2.02,1.73,0.4754738,0.4163615,0.41565531,0.44875345
22304,2026-04,1,0.4574468085106383,,2.04,1.72,0.49122652,0.43704587,0.4612506,0.46381444
22305,2026-04,0,0.4826666666666667,,1.94,1.81,0.4347979,0.4547832,0.47536063,0.47444755
22306,2026-04,0,0.47200000000000003,,1.98,1.77,0.43617922,0.44695225,0.47127643,0.46859822
22307,2026-04,0,0.5093333333333333,,1.84,1.91,0.39485145,0.4198638,0.44858494,0.5159251
22308,2026-04,0,0.6545012165450123,,1.42,2.69,0.50973696,0.52792084,0.5239167,0.5912178
22309,2026-04,1,0.5718015665796344,,1.64,2.19,0.41841012,0.5521378,0.582937,0.5847917
22310,2026-04,0,0.4932975871313674,,1.89,1.84,0.44224304,0.5175788,0.5136157,0.5268003
22311,2026-04,1,0.6025641025641025,,1.55,2.35,0.525046,0.54835224,0.5038408,0.6142888
22312,2026-04,1,0.42931937172774864,,2.18,1.64,0.4909224,0.53913426,0.4803168,0.4575138
22313,2026-04,1,0.44680851063829785,,2.08,1.68,0.49332696,0.41300434,0.42328006,0.4278021
22314,2026-04,1,0.4919786096256684,,1.9,1.84,0.54365194,0.4653383,0.5042001,0.5302013
22315,2026-05,0,0.4338624338624339,,2.14,1.64,0.43775147,0.41501155,0.4998889,0.42595524
22316,2026-05,1,0.5094339622641508,,1.82,1.89,0.5707115,0.54089165,0.5103592,0.5217738
22317,2026-05,0,0.5442359249329759,,1.7,2.03,0.37802172,0.45192108,0.533773,0.5563618
22318,2026-05,0,0.5173333333333333,,1.81,1.94,0.43069863,0.4550795,0.4572732,0.52171314
22319,2026-05,1,0.5691906005221932,,1.65,2.18,0.51553935,0.4968408,0.49356085,0.54668075
22320,2026-05,1,0.37250000000000005,,2.51,1.49,0.40704805,0.3511634,0.36850005,0.33367616
22321,2026-05,1,0.7568627450980391,,1.24,3.86,0.62788117,0.7186389,0.74215066,0.75225955
22322,2026-05,1,0.6171284634760705,,1.52,2.45,0.6052702,0.5655434,0.5696271,0.5895638
22323,2026-05,1,0.6981981981981982,,1.34,3.1,0.63287884,0.71981466,0.6413759,0.7242465
22324,2026-05,1,0.6828703703703703,,1.37,2.95,0.64195883,0.645681,0.64184725,0.7092736
22325,2026-05,1,0.5891472868217055,,1.59,2.28,0.4286476,0.494103,0.45798525,0.59169656
22326,2026-05,1,0.5870129870129869,,1.59,2.26,0.57160723,0.58224374,0.53122646,0.58958495
22327,2026-05,1,0.5026737967914439,,1.86,1.88,0.49829894,0.5649339,0.57692826,0.53356093
22328,2026-05,1,0.6729411764705883,,1.39,2.86,0.72058713,0.6905017,0.6936412,0.687287
22329,2026-05,0,0.46153846153846156,,2.03,1.74,0.3383666,0.45258874,0.4370386,0.45038486
22330,2026-05,1,0.5267379679144386,,1.77,1.97,0.5235323,0.5045196,0.48538628,0.50787216
22331,2026-05,0,0.6015424164524421,,1.55,2.34,0.6791097,0.65578324,0.653179,0.6485032
22332,2026-05,1,0.5590551181102362,,1.68,2.13,0.6685777,0.5590142,0.5159389,0.5637761
22333,2026-05,1,0.5968992248062015,,1.56,2.31,0.4790431,0.5213893,0.4909032,0.60863143
22334,2026-05,1,0.47184986595174266,,1.97,1.76,0.5742923,0.49273306,0.48571867,0.46270657
22335,2026-05,1,0.6334164588528678,,1.47,2.54,0.52476776,0.5734181,0.60359675,0.67787445
22336,2026-05,1,0.45187165775401067,,2.05,1.69,0.59955114,0.49128085,0.48039144,0.414497
22337,2026-05,1,0.6894977168949772,,1.36,3.02,0.7529048,0.70768684,0.6576557,0.69056547
22338,2026-05,1,0.45721925133689845,,2.03,1.71,0.65818703,0.4470505,0.47774076,0.47010094
22339,2026-05,0,0.44708994708994704,,2.09,1.69,0.5021857,0.43435565,0.51541823,0.47113448
22340,2026-05,0,0.44210526315789467,,2.12,1.68,0.49270988,0.5173372,0.48959795,0.41199216
22341,2026-05,0,0.5213903743315508,,1.79,1.95,0.5156307,0.5071633,0.5003595,0.5077572
22342,2026-05,0,0.5267379679144386,,1.77,1.97,0.4672675,0.4375001,0.4941736,0.49301156
22343,2026-05,1,0.5748031496062992,,1.62,2.19,0.6445786,0.51857626,0.5620619,0.63569516
22344,2026-05,1,0.6151898734177216,,1.52,2.43,0.5625676,0.4630146,0.4670073,0.5293467
22345,2026-05,0,0.5120643431635389,,1.82,1.91,0.55570245,0.50981396,0.5422746,0.49371043
22346,2026-05,1,0.5464190981432361,,1.71,2.06,0.36293814,0.44714442,0.5067247,0.5589353
22347,2026-05,1,0.5725593667546175,,1.62,2.17,0.626737,0.57784337,0.57899135,0.5779903
22348,2026-05,1,0.5322580645161289,,1.74,1.98,0.6742023,0.4909834,0.47113857,0.55087936
22349,2026-05,0,0.43007915567282323,,2.16,1.63,0.36690715,0.441274,0.4342261,0.40210146
22350,2026-05,1,0.4611260053619303,,2.01,1.72,0.43171605,0.41469398,0.39276904,0.4354013
22351,2026-05,0,0.5669291338582677,,1.65,2.16,0.5765732,0.5880583,0.5522699,0.5425188
22352,2026-05,0,0.6,,1.56,2.34,0.6081653,0.60149926,0.598218,0.6250095
22353,2026-05,1,0.445910290237467,,2.1,1.69,0.4739706,0.4873732,0.50536144,0.4635521
22354,2026-05,0,0.3562653562653562,,2.62,1.45,0.41529575,0.442026,0.50454885,0.41805705
22355,2026-05,1,0.5093833780160857,,1.83,1.9,0.4348598,0.46973786,0.48810372,0.5174302
22356,2026-05,1,0.43044619422572183,,2.17,1.64,0.5790949,0.46294013,0.45473355,0.45091206
22357,2026-05,1,0.5240641711229947,,1.78,1.96,0.59624314,0.57064116,0.5827352,0.5484475
22358,2026-05,0,0.44708994708994704,,2.09,1.69,0.37702465,0.39567846,0.44125572,0.44604707
22359,2026-05,1,0.5646437994722956,,1.65,2.14,0.79165393,0.6705872,0.60147417,0.609146
22360,2026-05,0,0.577023498694517,,1.62,2.21,0.5623113,0.57178146,0.5325552,0.58236206
22361,2026-05,0,0.6096938775510204,,1.53,2.39,0.62153155,0.6193285,0.6568645,0.6617829
22362,2026-05,1,0.5567282321899736,,1.68,2.11,0.59984094,0.5720674,0.51254797,0.55714977
22363,2026-05,1,0.6370370370370371,,1.47,2.58,0.52574146,0.5980214,0.5921899,0.6638485
22364,2026-05,1,0.5680628272251308,,1.65,2.17,0.5002969,0.54709077,0.47568274,0.5658135
22365,2026-05,0,0.554089709762533,,1.69,2.1,0.5302626,0.5172614,0.4525636,0.56191194
22366,2026-05,0,0.6327543424317617,,1.48,2.55,0.6827294,0.6053018,0.5809417,0.6320597
22367,2026-05,1,0.4932975871313674,,1.89,1.84,0.5596666,0.5429116,0.5205639,0.5041668
22368,2026-05,1,0.6246851385390428,,1.49,2.48,0.54529464,0.61532855,0.660815,0.65788114
22369,2026-05,1,0.445910290237467,,2.1,1.69,0.52039915,0.48451138,0.46536866,0.45718518
22370,2026-05,1,0.5616797900262467,,1.67,2.14,0.5795434,0.6076824,0.5117277,0.59697866
22371,2026-05,1,0.5906735751295337,,1.58,2.28,0.6051122,0.6468557,0.61664563,0.61992663
22372,2026-05,0,0.4866310160427808,,1.92,1.82,0.35760552,0.3840964,0.46437025,0.49393257
22373,2026-05,1,0.5093333333333333,,1.84,1.91,0.415356,0.4762768,0.4585979,0.50372267
22374,2026-05,0,0.4945945945945946,,1.87,1.83,0.48694116,0.42005667,0.4633685,0.47653016
22375,2026-05,1,0.5026737967914439,,1.86,1.88,0.34588194,0.4243916,0.43466893,0.49516517
22376,2026-05,1,0.47593582887700536,,1.96,1.78,0.5636757,0.42894182,0.46427098,0.46436372
22377,2026-05,1,0.6850574712643679,,1.37,2.98,0.5740528,0.52044165,0.54042226,0.6885978
22378,2026-05,0,0.6403940886699507,,1.46,2.6,0.5929553,0.64686286,0.6673443,0.6191613
22379,2026-05,0,0.7479999999999999,,1.26,3.74,0.796852,0.7640973,0.7643139,0.8097016
22380,2026-05,1,0.7076923076923077,,1.33,3.22,0.770048,0.7638127,0.7329342,0.7714038
22381,2026-05,1,0.6463414634146342,,1.45,2.65,0.69659704,0.60246366,0.65626496,0.66162324
22382,2026-05,1,0.5026881720430109,,1.85,1.87,0.5324708,0.46703568,0.4536807,0.4483561
22383,2026-05,0,0.665083135391924,,1.41,2.8,0.60949975,0.5896603,0.6260277,0.68257344
22384,2026-05,0,0.47580645161290325,,1.95,1.77,0.53400743,0.54305786,0.5169735,0.48567113
22385,2026-05,0,0.4638069705093834,,2.0,1.73,0.56928533,0.39632595,0.36318398,0.44253427
22386,2026-05,1,0.5454545454545455,,1.7,2.04,0.54067767,0.533822,0.53650147,0.55481607
22387,2026-05,0,0.6924829157175398,,1.35,3.04,0.4853781,0.5936044,0.59545535,0.6869022
22388,2026-05,1,0.5870129870129869,,1.59,2.26,0.57515347,0.61961466,0.61505413,0.6409849
22389,2026-05,0,0.42708333333333337,,2.2,1.64,0.35500523,0.40320593,0.4493285,0.45692325
22390,2026-05,1,0.5345744680851062,,1.75,2.01,0.43153352,0.50496995,0.4914456,0.52241874
22391,2026-05,0,0.5593667546174144,,1.67,2.12,0.43814778,0.43754435,0.5470685,0.5767572
22392,2026-05,1,0.5759162303664922,,1.62,2.2,0.54627484,0.4988268,0.50932574,0.5852343
22393,2026-05,0,0.5543766578249337,,1.68,2.09,0.48209772,0.5548372,0.5338892,0.5627037
22394,2026-05,0,0.6015424164524421,,1.55,2.34,0.63229984,0.59921944,0.55311704,0.6076561
22395,2026-05,0,0.5187165775401069,,1.8,1.94,0.51515675,0.45821652,0.5081244,0.5273689
22396,2026-05,1,0.4497354497354497,,2.08,1.7,0.46160442,0.4041643,0.45870382,0.48934937
22397,2026-05,1,0.625,,1.5,2.5,0.4970069,0.54452884,0.54319566,0.62398916
22398,2026-05,0,0.6081424936386769,,1.54,2.39,0.41539508,0.51614356,0.49603692,0.6449417
22399,2026-05,0,0.5437665782493368,,1.72,2.05,0.5734181,0.6083715,0.5964581,0.57721865
22400,2026-05,1,0.684331797235023,,1.37,2.97,0.5792485,0.6490417,0.68325454,0.7194592
22401,2026-05,1,0.44708994708994704,,2.09,1.69,0.45600176,0.37424582,0.42950058,0.4210605
22402,2026-05,0,0.4562334217506631,,2.05,1.72,0.343998,0.426715,0.42187,0.46132627
22403,2026-05,0,0.5202156334231806,,1.78,1.93,0.530132,0.53096026,0.5527017,0.5457983
22404,2026-05,0,0.5039999999999999,,1.86,1.89,0.48676413,0.44889984,0.49570093,0.51314527
22405,2026-05,0,0.5680628272251308,,1.65,2.17,0.52273047,0.58606744,0.53313875,0.5872204
22406,2026-05,0,0.49061662198391415,,1.9,1.83,0.41399986,0.53447896,0.5242549,0.5114716
22407,2026-05,0,0.5476190476190476,,1.71,2.07,0.4828663,0.49963003,0.49745512,0.5498808
22408,2026-05,1,0.4693333333333332,,1.99,1.76,0.30158076,0.46056047,0.49326554,0.47595063
22409,2026-05,0,0.5425531914893618,,1.72,2.04,0.5228204,0.54532003,0.56128097,0.5615488
22410,2026-05,1,0.5605263157894738,,1.67,2.13,0.58776695,0.646008,0.56729,0.6160182
22411,2026-05,1,0.4680851063829787,,2.0,1.76,0.32420892,0.42675814,0.39255825,0.40921363
22412,2026-05,1,0.6520681265206814,,1.43,2.68,0.57431537,0.54067016,0.57338434,0.6679379
22413,2026-05,1,0.554089709762533,,1.69,2.1,0.58424306,0.5228388,0.57073534,0.55590373
22414,2026-05,0,0.37688442211055284,,2.48,1.5,0.48880786,0.36919862,0.39059347,0.36731166
22415,2026-05,0,0.7534791252485089,,1.24,3.79,0.70353615,0.6539918,0.6312963,0.80338466
22416,2026-05,1,0.5514511873350924,,1.7,2.09,0.4404931,0.5163717,0.49851733,0.55132324
22417,2026-05,1,0.5040431266846361,,1.84,1.87,0.4422454,0.48705778,0.5402057,0.51888627
22418,2026-05,0,0.4932975871313674,,1.89,1.84,0.44310704,0.4647345,0.51689655,0.534953
22419,2026-05,1,0.49865951742627346,,1.87,1.86,0.5726663,0.45131713,0.46606675,0.5056222
22420,2026-05,1,0.59375,,1.56,2.28,0.6207222,0.67744505,0.6324372,0.6457524
22421,2026-05,1,0.5253333333333333,,1.78,1.97,0.41651154,0.45412198,0.4495532,0.5312346
22422,2026-05,1,0.5555555555555556,,1.68,2.1,0.6126974,0.5539812,0.5146663,0.5652536
22423,2026-05,0,0.5833333333333334,,1.6,2.24,0.55126566,0.49458027,0.51180923,0.5499404
22424,2026-05,0,0.7066666666666667,,1.32,3.18,0.70314515,0.7326739,0.7549959,0.73627084
22425,2026-05,1,0.6318407960199005,,1.48,2.54,0.55446196,0.6047695,0.63716286,0.6573184
22426,2026-05,0,0.5759162303664922,,1.62,2.2,0.67729837,0.59424734,0.5299905,0.60869974
22427,2026-05,1,0.5308310991957105,,1.75,1.98,0.49649397,0.5655917,0.5335513,0.5259379
22428,2026-05,0,0.4625668449197861,,2.01,1.73,0.6269075,0.5470786,0.52217853,0.4895997
22429,2026-05,0,0.5514511873350924,,1.7,2.09,0.5393579,0.4660999,0.45819467,0.56331927
22430,2026-05,1,0.49333333333333335,,1.9,1.85,0.46289873,0.5055913,0.45362884,0.46482006
22431,2026-05,1,0.46774193548387094,,1.98,1.74,0.5315424,0.47856292,0.4645052,0.4832185
22432,2026-05,0,0.5267379679144386,,1.77,1.97,0.60328126,0.49980846,0.5157569,0.5507573
22433,2026-05,1,0.5292553191489361,,1.77,1.99,0.46164966,0.5086236,0.5227218,0.5403204
22434,2026-05,1,0.578125,,1.62,2.22,0.3805553,0.48751172,0.5119815,0.58349955
22435,2026-05,1,0.5319148936170213,,1.76,2.0,0.45137277,0.43247232,0.47367907,0.49038807
22436,2026-05,1,0.5386666666666667,,1.73,2.02,0.47548914,0.529199,0.51721966,0.54773176
22437,2026-05,0,0.6395061728395062,,1.46,2.59,0.68989855,0.71303445,0.6867127,0.6716283
22438,2026-05,0,0.6377171215880892,,1.46,2.57,0.6060639,0.52359563,0.54664564,0.56978047
22439,2026-05,0,0.4417989417989418,,2.11,1.67,0.40382862,0.5060719,0.52151275,0.5027479
22440,2026-05,1,0.3690773067331671,,2.53,1.48,0.3787688,0.43784896,0.46993393,0.3844933
22441,2026-05,1,0.514745308310992,,1.81,1.92,0.5175309,0.48132744,0.47434455,0.5093857
22442,2026-05,1,0.6698113207547169,,1.4,2.84,0.67791957,0.6399584,0.6699967,0.66218084
22443,2026-05,0,0.49865951742627346,,1.87,1.86,0.39396608,0.4388101,0.4844978,0.5201912
22444,2026-05,0,0.5620052770448549,,1.66,2.13,0.43207136,0.4370039,0.4953413,0.5808579
22445,2026-05,0,0.6783216783216783,,1.38,2.91,0.626258,0.65205014,0.6647139,0.7094871
22446,2026-05,0,0.6419753086419754,,1.45,2.6,0.62864953,0.587752,0.6453512,0.6791337
22447,2026-05,1,0.5984455958549223,,1.55,2.31,0.48674878,0.4558088,0.52277434,0.6005952
22448,2026-05,1,0.5590551181102362,,1.68,2.13,0.5548484,0.5691802,0.5552081,0.5634924
22449,2026-05,1,0.5466666666666666,,1.7,2.05,0.48299313,0.60621274,0.582316,0.5531747
22450,2026-05,1,0.5442359249329759,,1.7,2.03,0.5044848,0.4677679,0.5265447,0.58729255
22451,2026-05,1,0.5638297872340425,,1.64,2.12,0.5160302,0.48379406,0.5097217,0.55796576
22452,2026-05,1,0.45454545454545453,,2.04,1.7,0.41772556,0.4701728,0.47133565,0.45896196
22453,2026-05,1,0.5669291338582677,,1.65,2.16,0.44781628,0.5064336,0.46997935,0.5402814
22454,2026-05,1,0.6157760814249365,,1.51,2.42,0.54544353,0.47981912,0.42740193,0.55465156
22455,2026-05,1,0.6975169300225732,,1.34,3.09,0.5502278,0.49510542,0.5589916,0.71394646
22456,2026-05,1,0.8406827880512091,,1.12,5.91,0.75753784,0.7806545,0.76347613,0.8541811
22457,2026-05,1,0.7249466950959489,,1.29,3.4,0.68338645,0.66342145,0.6352342,0.73680246
22458,2026-05,1,0.6610576923076923,,1.41,2.75,0.7360937,0.6509074,0.59863293,0.67888457
22459,2026-05,0,0.73109243697479,,1.28,3.48,0.51290834,0.63165843,0.7237066,0.7267974
22460,2026-05,0,0.6561743341404359,,1.42,2.71,0.5382633,0.5472319,0.5843979,0.68266505
22461,2026-05,0,0.36750000000000005,,2.53,1.47,0.450397,0.41033745,0.37630874,0.35127717
22462,2026-05,0,0.675990675990676,,1.39,2.9,0.562046,0.54236794,0.5688125,0.7000009
22463,2026-05,1,0.6293532338308457,,1.49,2.53,0.67451334,0.6422649,0.6011665,0.6427065
22464,2026-05,0,0.6361386138613861,,1.47,2.57,0.64495456,0.6474066,0.633766,0.71766555
22465,2026-05,0,0.5,,1.87,1.87,0.44031572,0.48925728,0.5072888,0.5036377
22466,2026-05,1,0.5253333333333333,,1.78,1.97,0.45067707,0.447522,0.45662293,0.45913872
22467,2026-05,1,0.421875,,2.22,1.62,0.33874217,0.36552513,0.47460002,0.44424134
22468,2026-05,1,0.49732620320855614,,1.88,1.86,0.47338217,0.57467854,0.5667725,0.51495165
22469,2026-05,0,0.5953608247422681,,1.57,2.31,0.56532484,0.54499763,0.55062765,0.598245
22470,2026-05,1,0.49066666666666664,,1.91,1.84,0.50493443,0.44817862,0.4089175,0.47008008
22471,2026-05,0,0.577023498694517,,1.62,2.21,0.56532985,0.53279775,0.5387639,0.5469917
22472,2026-05,1,0.596401028277635,,1.57,2.32,0.58667433,0.5917369,0.5609218,0.63019335
22473,2026-05,1,0.5691906005221932,,1.65,2.18,0.462466,0.5044163,0.40993866,0.5534765
22474,2026-05,0,0.578125,,1.62,2.22,0.45080248,0.4841279,0.4226512,0.5435769
22475,2026-05,0,0.5669291338582677,,1.65,2.16,0.49705195,0.47944656,0.5002031,0.58385307
22476,2026-05,1,0.6041131105398457,,1.54,2.35,0.7028801,0.7051101,0.64549065,0.6527148
22477,2026-05,1,0.6370370370370371,,1.47,2.58,0.47327423,0.5448627,0.4771244,0.6478397
22478,2026-05,1,0.43044619422572183,,2.17,1.64,0.54306424,0.50447905,0.512498,0.44941482
22479,2026-05,1,0.46276595744680854,,2.02,1.74,0.53701323,0.43902722,0.4285198,0.46647722
22480,2026-05,0,0.5093833780160857,,1.83,1.9,0.4153622,0.46209788,0.50930077,0.51885974
22481,2026-05,0,0.3562653562653562,,2.62,1.45,0.47658378,0.42026392,0.41608158,0.36422858
22482,2026-05,0,0.5593667546174144,,1.67,2.12,0.60135216,0.518566,0.49205986,0.572509
22483,2026-05,0,0.449468085106383,,2.07,1.69,0.50109,0.47362772,0.5468651,0.5370442
22484,2026-05,1,0.6051282051282051,,1.54,2.36,0.6458336,0.68276703,0.6082865,0.62156075
22485,2026-05,0,0.5080213903743315,,1.84,1.9,0.44099918,0.47622353,0.5046004,0.5157566
22486,2026-05,0,0.5555555555555556,,1.68,2.1,0.54474145,0.557926,0.5820522,0.5744667
22487,2026-05,0,0.520107238605898,,1.79,1.94,0.44630337,0.5347818,0.48926824,0.50867295
22488,2026-05,0,0.5567282321899736,,1.68,2.11,0.526316,0.52797234,0.45219344,0.5921717
22489,2026-05,1,0.5040431266846361,,1.84,1.87,0.53991544,0.4485069,0.4865139,0.537053
22490,2026-05,0,0.46276595744680854,,2.02,1.74,0.50223166,0.44661003,0.49118367,0.43162304
22491,2026-05,1,0.5687830687830688,,1.63,2.15,0.69041574,0.6241209,0.54970187,0.6123749
22492,2026-05,0,0.517426273458445,,1.8,1.93,0.42595378,0.39415866,0.46695143,0.5273121
22493,2026-05,0,0.5452127659574468,,1.71,2.05,0.4513759,0.5119877,0.5716143,0.569217
22494,2026-05,1,0.5067024128686327,,1.84,1.89,0.5359947,0.4827396,0.4934199,0.52887297
22495,2026-05,0,0.5452127659574468,,1.71,2.05,0.5021841,0.51341844,0.52664846,0.55232245
22496,2026-05,1,0.7145969498910675,,1.31,3.28,0.6639701,0.57475317,0.5960579,0.73749125
22497,2026-05,1,0.6561743341404359,,1.42,2.71,0.53315294,0.60141724,0.60028744,0.67825145
22498,2026-05,1,0.674473067915691,,1.39,2.88,0.6817888,0.71424025,0.6610505,0.70930713
22499,2026-05,0,0.6051282051282051,,1.54,2.36,0.59698284,0.5206385,0.50790113,0.5844654
22500,2026-05,0,0.5413333333333333,,1.72,2.03,0.52927047,0.5387722,0.58726615,0.575405
22501,2026-05,0,0.47580645161290325,,1.95,1.77,0.5079893,0.48355764,0.49395972,0.49630255
22502,2026-05,0,0.7057522123893805,,1.33,3.19,0.7104249,0.73674005,0.58610743,0.6777593
22503,2026-05,0,0.6635071090047394,,1.42,2.8,0.6330892,0.6775733,0.61188364,0.719206
22504,2026-05,1,0.5564304461942258,,1.69,2.12,0.5431106,0.60487986,0.50896305,0.5888456
22505,2026-05,0,0.5703125,,1.65,2.19,0.47475037,0.49706325,0.46879244,0.5886456
22506,2026-05,1,0.6361386138613861,,1.47,2.57,0.63473433,0.56825775,0.6084088,0.6749097
22507,2026-05,1,0.5319148936170213,,1.76,2.0,0.52362365,0.5476311,0.52204293,0.5534876
22508,2026-05,1,0.5093833780160857,,1.83,1.9,0.4445961,0.40955964,0.412625,0.50233537
22509,2026-05,1,0.4798927613941019,,1.94,1.79,0.50274307,0.45518222,0.49494466,0.49526548
22510,2026-05,1,0.5657894736842105,,1.65,2.15,0.5056988,0.5021902,0.51225317,0.56314665
22511,2026-05,0,0.5013404825737265,,1.86,1.87,0.37021154,0.39190683,0.37728122,0.43239918
22512,2026-05,1,0.6035805626598465,,1.55,2.36,0.5140856,0.50849235,0.5407703,0.6077808
22513,2026-05,0,0.3479318734793187,,2.68,1.43,0.5578979,0.35986283,0.41670895,0.3457434
22514,2026-05,0,0.5646437994722956,,1.65,2.14,0.43132004,0.42764768,0.46260983,0.59101593
22515,2026-05,1,0.6520681265206814,,1.43,2.68,0.4658847,0.4942245,0.55019766,0.63511604
22516,2026-05,0,0.517426273458445,,1.8,1.93,0.42860943,0.4620173,0.5109828,0.5468832
22517,2026-05,1,0.6446078431372548,,1.45,2.63,0.41489524,0.51175207,0.4892254,0.6329441
22518,2026-05,0,0.5361930294906166,,1.73,2.0,0.61523885,0.53200287,0.46371454,0.48627678
22519,2026-05,1,0.5454545454545455,,1.7,2.04,0.63370883,0.50016105,0.43254963,0.5433546
22520,2026-05,1,0.6086956521739131,,1.53,2.38,0.6459196,0.5625149,0.5365725,0.6345834
22521,2026-05,0,0.5188172043010751,,1.79,1.93,0.40531635,0.408825,0.41530317,0.522583
22522,2026-05,0,0.5558510638297872,,1.67,2.09,0.56807095,0.44574422,0.59591603,0.6084215
22523,2026-05,0,0.522911051212938,,1.77,1.94,0.5758902,0.51541936,0.52448857,0.55954015
22524,2026-05,0,0.40155440414507776,,2.31,1.55,0.3799475,0.42041183,0.4080197,0.40158272
22525,2026-05,1,0.5,,1.85,1.85,0.52027094,0.42652053,0.4352545,0.50225055
22526,2026-05,0,0.6221662468513854,,1.5,2.47,0.6379498,0.4800176,0.5602304,0.6384114
22527,2026-05,1,0.5585106382978724,,1.66,2.1,0.66032135,0.50018454,0.46146622,0.5599236
22528,2026-05,0,0.6822429906542057,,1.36,2.92,0.63838977,0.6679351,0.6094379,0.7094341
22529,2026-05,0,0.5476190476190476,,1.71,2.07,0.39937568,0.484852,0.44261608,0.5398211
22530,2026-05,1,0.5755208333333334,,1.63,2.21,0.36769417,0.4810875,0.4488336,0.5546402
22531,2026-05,0,0.6336633663366337,,1.48,2.56,0.5775466,0.5674094,0.5530716,0.63582975
22532,2026-05,1,0.7237687366167023,,1.29,3.38,0.5659107,0.6688659,0.7147075,0.7457895
22533,2026-05,0,0.6,,1.56,2.34,0.5213938,0.5360843,0.5032402,0.6248882
22534,2026-05,0,0.5,,1.87,1.87,0.34597224,0.3599221,0.4473045,0.5127627
22535,2026-05,1,0.5411140583554377,,1.73,2.04,0.5753856,0.4432498,0.48725623,0.5608279
22536,2026-05,0,0.5398936170212765,,1.73,2.03,0.5565909,0.507445,0.53618604,0.5659021
22537,2026-05,1,0.5718015665796344,,1.64,2.19,0.5226828,0.46804214,0.4676036,0.5729831
22538,2026-05,0,0.49865951742627346,,1.87,1.86,0.48030695,0.48782477,0.50364697,0.4901449
22539,2026-05,1,0.5605263157894738,,1.67,2.13,0.42229146,0.3567162,0.42624387,0.5047845
22540,2026-05,0,0.41298701298701296,,2.26,1.59,0.4283432,0.35695323,0.4177304,0.41481036
22541,2026-05,1,0.5631578947368422,,1.66,2.14,0.4013175,0.44822598,0.4629918,0.55056375
22542,2026-05,1,0.5413333333333333,,1.72,2.03,0.4469881,0.46804076,0.4909293,0.5226526
22543,2026-05,0,0.5253333333333333,,1.78,1.97,0.5409901,0.47744355,0.53744584,0.5197308
22544,2026-05,0,0.5844155844155844,,1.6,2.25,0.47822475,0.48150378,0.45940217,0.6038116
22545,2026-05,1,0.6403940886699507,,1.46,2.6,0.4527243,0.57086444,0.5684309,0.65569127
22546,2026-05,0,0.5241935483870968,,1.77,1.95,0.48355302,0.4695421,0.4823311,0.5340129
22547,2026-05,0,0.5188172043010751,,1.79,1.93,0.4363439,0.41569877,0.4487887,0.5100293
22548,2026-05,1,0.4986522911051214,,1.86,1.85,0.5592358,0.480565,0.45788592,0.5001486
22549,2026-05,0,0.47580645161290325,,1.95,1.77,0.502378,0.4982279,0.5505354,0.50397027
22550,2026-05,0,0.5215053763440861,,1.78,1.94,0.57162774,0.5259043,0.5621335,0.5152949
22551,2026-05,0,0.5161290322580646,,1.8,1.92,0.5428353,0.45498872,0.5208434,0.54436255
22552,2026-05,0,0.609254498714653,,1.52,2.37,0.50005966,0.55631894,0.47416168,0.57143176
22553,2026-05,0,0.4905660377358491,,1.89,1.82,0.62693083,0.5305697,0.4748599,0.4989954
22554,2026-05,1,0.6020671834625323,,1.54,2.33,0.51858485,0.5635458,0.59899366,0.6968228
22555,2026-05,1,0.46774193548387094,,1.98,1.74,0.52832067,0.5400275,0.51966685,0.48642462
22556,2026-05,1,0.6056701030927835,,1.53,2.35,0.72157973,0.60715353,0.5904547,0.57278097
22557,2026-08,0,0.5748031496062992,,1.62,2.19,0.5694102,0.52399683,0.55968374,0.5955447
22558,2026-08,0,0.4879356568364612,,1.91,1.82,0.7089499,0.50168717,0.38703743,0.43211102
22559,2026-08,1,0.41818181818181815,,2.24,1.61,0.5204245,0.44478497,0.5190896,0.43770725
22560,2026-08,1,0.3047404063205418,,3.08,1.35,0.49499685,0.4158865,0.42381153,0.309873
22561,2026-08,0,0.48118279569892475,,1.93,1.79,0.5311386,0.42877555,0.41048688,0.44635612
