pid,mes,y,p_mercado,p_pc,cuota_o,cuota_u,p_1,p_3,p_10,p_B10
20793,2025-10,1,0.43044619422572183,0.4318181818181818,2.17,1.64,0.49298882,0.4154257,0.43919867,0.4077722
20794,2025-10,0,0.42931937172774864,0.4125,2.18,1.64,0.43971357,0.4196486,0.44785675,0.43585515
20795,2025-10,0,0.40992167101827676,0.4170854271356784,2.26,1.57,0.47558337,0.41555056,0.39794183,0.40249127
20796,2025-10,1,0.7164502164502164,0.7194092827004219,1.31,3.31,0.5458681,0.57006055,0.63119215,0.68491954
20797,2025-10,1,0.43007915567282323,0.42784810126582273,2.16,1.63,0.36506686,0.38543463,0.39708683,0.41694364
20798,2025-10,1,0.5880829015544041,0.5829145728643217,1.59,2.27,0.5167197,0.58166283,0.60990125,0.58602834
20799,2025-10,1,0.5865633074935401,0.5768261964735516,1.6,2.27,0.45692736,0.5180702,0.54381454,0.5937692
20800,2025-10,1,0.4414893617021276,0.4160401002506265,2.1,1.66,0.5727917,0.48565236,0.46918765,0.4134472
20801,2025-10,0,0.5281501340482575,0.541025641025641,1.76,1.97,0.48741072,0.46726054,0.521413,0.5341846
20802,2025-10,1,0.36567164179104483,0.3636363636363636,2.55,1.47,0.40071684,0.33582288,0.3485592,0.32761556
20803,2025-10,1,0.5672823218997362,0.5985037406483791,1.64,2.15,0.5846294,0.6161354,0.5964443,0.61253476
20804,2025-10,1,0.5292553191489361,0.5333333333333333,1.77,1.99,0.3789716,0.46210107,0.4862876,0.5028681
20805,2025-10,0,0.40625000000000006,0.420654911838791,2.28,1.56,0.4052055,0.3921515,0.42698732,0.40286654
20806,2025-10,0,0.5763157894736841,0.5710659898477157,1.61,2.19,0.3881158,0.37636143,0.38800207,0.55215126
20807,2025-10,1,0.5066666666666666,0.5063938618925831,1.85,1.9,0.49456683,0.58107597,0.5205083,0.4766441
20808,2025-10,1,0.5013333333333333,0.49104859335038353,1.87,1.88,0.58162504,0.5260257,0.537666,0.5268639
20809,2025-10,0,0.41818181818181815,0.4242424242424242,2.24,1.61,0.42081672,0.5072607,0.52340794,0.468577
20810,2025-10,0,0.40826873385012924,0.4461538461538462,2.29,1.58,0.59476215,0.44476837,0.44731823,0.41402245
20811,2025-10,0,0.4880000000000001,0.5140664961636828,1.92,1.83,0.4160983,0.44246635,0.46410355,0.5039947
20812,2025-10,0,0.3828715365239294,0.3450704225352113,2.45,1.52,0.44095907,0.40964326,0.41721433,0.3753479
20813,2025-10,0,0.5278514588859416,0.5,1.78,1.99,0.55522716,0.55176055,0.614447,0.55555075
20814,2025-10,1,0.5132978723404255,0.4668367346938776,1.83,1.93,0.5004979,0.44535223,0.51877797,0.52504766
20815,2025-10,1,0.48930481283422456,0.4936061381074168,1.91,1.83,0.47395167,0.49651068,0.4882269,0.5579926
20816,2025-10,0,0.4919786096256684,0.5025641025641026,1.9,1.84,0.5247654,0.5070803,0.5640686,0.47842488
20817,2025-10,0,0.4523809523809524,0.43511450381679384,2.07,1.71,0.5532507,0.5054786,0.54327804,0.48334914
20818,2025-10,1,0.5669291338582677,0.5717884130982368,1.65,2.16,0.5186657,0.5887421,0.5813152,0.5795895
20819,2025-10,1,0.5226666666666666,0.5370843989769821,1.79,1.96,0.48920274,0.50639004,0.47977886,0.5287006
20820,2025-10,0,0.5026737967914439,0.5115089514066496,1.86,1.88,0.47192508,0.5346779,0.57836604,0.55549324
20821,2025-10,1,0.5278514588859416,0.517948717948718,1.78,1.99,0.48669595,0.50152797,0.42499748,0.5124361
20822,2025-10,1,0.6545893719806762,0.6435406698564593,1.43,2.71,0.6025363,0.527341,0.55002177,0.6330553
20823,2025-10,1,0.35308641975308636,0.32798165137614677,2.62,1.43,0.46106917,0.39923137,0.3713039,0.3457698
20824,2025-10,0,0.39185750636132316,0.4029850746268657,2.39,1.54,0.30614167,0.390766,0.4474701,0.401004
20825,2025-10,0,0.5079787234042553,0.48849104859335046,1.85,1.91,0.48748764,0.48611265,0.45958024,0.50803304
20826,2025-10,0,0.4308093994778067,0.41353383458646614,2.18,1.65,0.36875492,0.3817827,0.48040232,0.42742306
20827,2025-10,0,0.5590551181102362,0.5685279187817259,1.68,2.13,0.6085199,0.61528885,0.6178349,0.5905826
20828,2025-10,0,0.3009049773755657,0.31880733944954126,3.09,1.33,0.39325708,0.3118065,0.316289,0.25831044
20829,2025-10,1,0.5411140583554377,0.5321336760925449,1.73,2.04,0.49691153,0.49038324,0.47615752,0.52648985
20830,2025-10,1,0.48670212765957455,0.49104859335038353,1.93,1.83,0.4553047,0.4706595,0.5238856,0.5138246
20831,2025-10,1,0.4631578947368421,0.4770408163265307,2.04,1.76,0.41791075,0.37596008,0.38107526,0.36476353
20832,2025-10,1,0.5317460317460317,0.5347043701799487,1.77,2.01,0.5521298,0.5510324,0.525509,0.5279278
20833,2025-10,1,0.6136363636363636,0.6219512195121951,1.53,2.43,0.51939183,0.5004935,0.48035717,0.61546314
20834,2025-10,1,0.5564304461942258,0.564885496183206,1.69,2.12,0.43166485,0.50204176,0.514375,0.5396615
20835,2025-10,1,0.4308093994778067,0.41000000000000003,2.18,1.65,0.52144706,0.43399698,0.44375306,0.4308918
20836,2025-10,1,0.4497354497354497,0.48849104859335046,2.08,1.7,0.66773957,0.67913747,0.6188446,0.47949415
20837,2025-10,0,0.5173333333333333,0.5670886075949367,1.81,1.94,0.41966766,0.45853037,0.5374993,0.51439893
20838,2025-10,1,0.610126582278481,0.6089108910891088,1.54,2.41,0.67406154,0.5315964,0.50576574,0.58308566
20839,2025-10,1,0.5092838196286471,0.5280612244897959,1.85,1.92,0.48441154,0.42579895,0.4114448,0.49119592
20840,2025-10,0,0.4721485411140583,0.39603960396039606,1.99,1.78,0.520155,0.40485796,0.4423998,0.4916977
20841,2025-10,0,0.6666666666666667,0.6394230769230769,1.4,2.8,0.5107733,0.6116069,0.6367903,0.658926
20842,2025-10,0,0.37185929648241206,0.3640776699029127,2.5,1.48,0.3947388,0.35894638,0.35648918,0.34839207
20843,2025-10,1,0.6454767726161369,0.6517647058823529,1.45,2.64,0.707328,0.7447745,0.6412236,0.6789569
20844,2025-10,0,0.5854922279792746,0.5721518987341772,1.6,2.26,0.56935596,0.5771882,0.54531455,0.5900284
20845,2025-10,1,0.5567282321899736,0.5620253164556962,1.68,2.11,0.5299123,0.56955767,0.5996076,0.60247993
20846,2025-10,1,0.5596816976127321,0.5644329896907216,1.66,2.11,0.55785847,0.5555803,0.614515,0.6253515
20847,2025-10,0,0.4005167958656331,0.399497487437186,2.32,1.55,0.44987726,0.39751276,0.38657418,0.40687189
20848,2025-10,1,0.5335120643431636,0.5402597402597403,1.74,1.99,0.43846378,0.41618115,0.44729227,0.535545
20849,2025-10,0,0.5187165775401069,0.5063938618925831,1.8,1.94,0.59985197,0.52508247,0.49467397,0.5398261
20850,2025-10,0,0.3979328165374677,0.3855721393034826,2.33,1.54,0.4877213,0.41257733,0.39896432,0.35535163
20851,2025-10,0,0.4523809523809524,0.4416243654822335,2.07,1.71,0.48001042,0.45137614,0.4876999,0.47044873
20852,2025-10,1,0.47074468085106375,0.4808184143222507,1.99,1.77,0.3637917,0.52417403,0.4716076,0.4937399
20853,2025-10,1,0.6513317191283292,0.6277372262773723,1.44,2.69,0.59912616,0.5730911,0.576882,0.6664858
20854,2025-10,0,0.6010230179028133,0.6428571428571429,1.56,2.35,0.5523716,0.54996914,0.6047664,0.5605489
20855,2025-10,0,0.5839793281653746,0.6246973365617434,1.61,2.26,0.46699125,0.45257062,0.53453374,0.57453394
20856,2025-10,1,0.6336633663366337,0.6313253012048193,1.48,2.56,0.48137635,0.6421783,0.5281013,0.6389324
20857,2025-10,1,0.744421906693712,,1.26,3.67,0.6101786,0.5796124,0.6069981,0.68243563
20858,2025-10,0,0.3562653562653562,0.3522458628841607,2.62,1.45,0.4645006,0.39928594,0.45091385,0.33198643
20859,2025-10,0,0.40731070496083555,0.39348370927318294,2.27,1.56,0.41929093,0.38764778,0.38534358,0.3840341
20860,2025-10,1,0.45721925133689845,0.4609375,2.03,1.71,0.39282292,0.3821941,0.43274337,0.4581644
20861,2025-10,0,0.5874673629242819,0.5984848484848484,1.58,2.25,0.5542213,0.5669973,0.54230016,0.5999495
20862,2025-10,0,0.4598930481283422,0.4817708333333334,2.02,1.72,0.5866854,0.44798556,0.4828795,0.45538583
20863,2025-10,1,0.38131313131313127,0.39454094292803965,2.45,1.51,0.38357192,0.3899384,0.44755188,0.38944295
20864,2025-10,0,0.42558746736292424,0.42784810126582273,2.2,1.63,0.5645772,0.5358059,0.5427655,0.45673305
20865,2025-10,1,0.5567282321899736,0.5656565656565657,1.68,2.11,0.60636276,0.6175555,0.6175128,0.6505663
20866,2025-10,1,0.5502645502645503,0.5623409669211196,1.7,2.08,0.54863346,0.5630555,0.56364715,0.57339084
20867,2025-10,0,0.4588859416445623,0.4540816326530612,2.04,1.73,0.4491973,0.43227226,0.44251785,0.45732555
20868,2025-10,0,0.42297650130548303,0.38630806845965776,2.21,1.62,0.47965756,0.5083621,0.48091084,0.43849444
20869,2025-10,1,0.5927835051546392,0.652482269503546,1.58,2.3,0.59649616,0.66681385,0.6093925,0.5567425
20870,2025-10,0,0.47849462365591405,0.47532467532467537,1.94,1.78,0.49079236,0.51893175,0.4470654,0.45070297
20871,2025-10,1,0.41818181818181815,0.36190476190476184,2.24,1.61,0.5663661,0.47771358,0.5111636,0.44837427
20872,2025-10,1,0.35539215686274506,0.33103448275862074,2.63,1.45,0.5081767,0.42691723,0.42959166,0.32498387
20873,2025-10,0,0.45502645502645506,0.4231738035264484,2.06,1.72,0.4259185,0.4017753,0.42808586,0.43944502
20874,2025-10,1,0.7282377919320594,0.7024070021881839,1.28,3.43,0.6697027,0.6442464,0.6155389,0.727056
20875,2025-10,0,0.5408970976253298,0.5685279187817259,1.74,2.05,0.6270696,0.60066986,0.637385,0.5922786
20876,2025-10,0,0.5447368421052632,0.5597964376590331,1.73,2.07,0.47434464,0.5127845,0.45134193,0.5325679
20877,2025-10,0,0.5106382978723405,0.5242966751918159,1.84,1.92,0.5435918,0.47649726,0.46496668,0.48012495
20878,2025-10,1,0.4233766233766234,0.41854636591478694,2.22,1.63,0.5942526,0.4808004,0.44566265,0.4276978
20879,2025-10,1,0.49202127659574474,0.4897435897435898,1.91,1.85,0.44591135,0.48565668,0.4597773,0.51395124
20880,2025-10,1,0.5974358974358973,0.5572519083969466,1.57,2.33,0.6007422,0.6521759,0.6373671,0.63472176
20881,2025-10,0,0.544973544973545,0.5347043701799487,1.72,2.06,0.62011766,0.60579765,0.6261738,0.561752
20882,2025-10,0,0.3690773067331671,0.36211031175059955,2.53,1.48,0.2825632,0.3937368,0.39485228,0.37360868
20883,2025-10,1,0.43307086614173224,0.44529262086514,2.16,1.65,0.4534758,0.39546686,0.40694222,0.40927115
20884,2025-10,0,0.44063324538258575,0.45384615384615384,2.12,1.67,0.4689085,0.49163502,0.50002205,0.44650283
20885,2025-10,0,0.5213903743315508,0.5089514066496164,1.79,1.95,0.591056,0.5845062,0.52606523,0.51896656
20886,2025-10,0,0.433420365535248,0.42569269521410585,2.17,1.66,0.5307092,0.51915395,0.58946145,0.4595624
20887,2025-10,0,0.49202127659574474,0.48849104859335046,1.91,1.85,0.5515236,0.45207968,0.48165482,0.46127668
20888,2025-10,0,0.5680628272251308,0.6059113300492611,1.65,2.17,0.47357637,0.61637086,0.54147995,0.56218374
20889,2025-10,1,0.5039999999999999,0.5089514066496164,1.86,1.89,0.47075072,0.53378755,0.52726096,0.5308117
20890,2025-10,1,0.5306666666666666,0.5217391304347826,1.76,1.99,0.6290858,0.52419686,0.5468411,0.51528454
20891,2025-10,0,0.5437665782493368,0.6059113300492611,1.72,2.05,0.65180254,0.64610374,0.6546147,0.60614675
20892,2025-10,1,0.49336870026525204,0.5447570332480818,1.91,1.86,0.54965997,0.49985662,0.549338,0.50463134
20893,2025-10,1,0.4562334217506631,0.44529262086514,2.05,1.72,0.4702507,0.44165888,0.52504164,0.5084259
20894,2025-10,0,0.421875,0.43037974683544306,2.22,1.62,0.49820486,0.4514824,0.46135765,0.37247658
20895,2025-10,0,0.3838383838383838,0.4242424242424242,2.44,1.52,0.32688957,0.42556983,0.45148006,0.39767814
20896,2025-10,1,0.5631578947368422,0.5447570332480818,1.66,2.14,0.60253876,0.58958024,0.5806626,0.620479
20897,2025-10,1,0.5695538057742783,0.5597964376590331,1.64,2.17,0.4307418,0.51787364,0.53936887,0.59806687
20898,2025-10,1,0.5880829015544041,0.6009975062344141,1.59,2.27,0.5807083,0.68747365,0.6672763,0.56936914
20899,2025-10,0,0.4880000000000001,0.4125,1.92,1.83,0.4620296,0.44375706,0.49506006,0.51241666
20900,2025-10,0,0.6658711217183771,0.6540284360189573,1.4,2.79,0.6516949,0.6228585,0.61239177,0.6550964
20901,2025-10,1,0.554089709762533,0.6113861386138614,1.69,2.1,0.6886026,0.59178466,0.64984876,0.54196113
20902,2025-10,1,0.44791666666666663,0.4731457800511509,2.12,1.72,0.4409856,0.42973495,0.4624384,0.4589285
20903,2025-10,0,0.42558746736292424,0.41044776119402976,2.2,1.63,0.51545507,0.43323383,0.45040888,0.40810457
20904,2025-10,1,0.4345549738219895,0.40796019900497515,2.16,1.66,0.42618823,0.402654,0.44427451,0.43532047
20905,2025-10,0,0.634567901234568,0.62953995157385,1.48,2.57,0.5790575,0.53574985,0.5569104,0.60948247
20906,2025-10,1,0.35609756097560974,0.34433962264150947,2.64,1.46,0.33277082,0.4029952,0.43624806,0.35175183
20907,2025-10,0,0.5911458333333334,,1.57,2.27,0.636706,0.6452185,0.6602971,0.67337525
20908,2025-11,1,0.6618705035971223,0.6476190476190476,1.41,2.76,0.6749338,0.59658754,0.610989,0.6838596
20909,2025-11,1,0.5053475935828876,0.526854219948849,1.85,1.89,0.40814862,0.47059026,0.5056473,0.49681687
20910,2025-11,0,0.4497354497354497,0.43291139240506327,2.08,1.7,0.59839344,0.53840184,0.5208373,0.4822999
20911,2025-11,0,0.6045918367346939,0.6346153846153846,1.55,2.37,0.6292931,0.5532423,0.5437379,0.6356432
20912,2025-11,0,0.6379310344827586,0.6402877697841727,1.47,2.59,0.5087623,0.58375245,0.5655795,0.63882905
20913,2025-11,1,0.5464190981432361,0.569620253164557,1.71,2.06,0.589671,0.46931648,0.49758735,0.5552392
20914,2025-11,1,0.3903061224489796,0.3872549019607843,2.39,1.53,0.5402797,0.43452653,0.4326145,0.38970447
20915,2025-11,1,0.5906735751295337,0.5778894472361809,1.58,2.28,0.52813,0.50037485,0.5382017,0.5481082
20916,2025-11,1,0.750499001996008,,1.25,3.76,0.65315163,0.66064304,0.65798855,0.73925614
20917,2025-11,0,0.5631578947368422,0.5358974358974359,1.66,2.14,0.43928018,0.5034704,0.54923564,0.5459716
20918,2025-11,1,0.6961451247165532,0.698237885462555,1.34,3.07,0.6989266,0.5782119,0.6459682,0.6792054
20919,2025-11,0,0.6931818181818181,0.701098901098901,1.35,3.05,0.5891409,0.6865129,0.675867,0.6816389
20920,2025-11,0,0.647921760391198,0.6059113300492611,1.44,2.65,0.6270428,0.62275565,0.65176934,0.67377055
20921,2025-11,1,0.5239361702127661,0.5089514066496164,1.79,1.97,0.4594223,0.48605165,0.46556067,0.49733695
20922,2025-11,0,0.5423280423280423,0.5333333333333333,1.73,2.05,0.48272115,0.54697275,0.58982337,0.52663654
20923,2025-11,0,0.5396825396825397,0.5269922879177378,1.74,2.04,0.555989,0.57846165,0.51077557,0.5470103
20924,2025-11,1,0.49202127659574474,0.5229591836734694,1.91,1.85,0.44958752,0.48000112,0.51158035,0.47490376
20925,2025-11,0,0.4345549738219895,0.4540816326530612,2.16,1.66,0.6099349,0.53613806,0.6228237,0.48870516
20926,2025-11,0,0.5146666666666666,0.5634517766497462,1.82,1.93,0.52153474,0.46490398,0.5031326,0.52837145
20927,2025-11,0,0.6161616161616161,0.6161369193154034,1.52,2.44,0.6096932,0.54179686,0.46767133,0.60665095
20928,2025-11,0,0.5526315789473685,0.5396419437340153,1.7,2.1,0.46322197,0.5054489,0.511081,0.56859493
20929,2025-11,1,0.5499999999999999,0.5433673469387755,1.71,2.09,0.45942134,0.4754127,0.49648857,0.57683694
20930,2025-11,1,0.433420365535248,0.46938775510204084,2.17,1.66,0.42855898,0.48127303,0.4152729,0.4015501
20931,2025-11,1,0.489247311827957,,1.9,1.82,0.4933117,0.44287133,0.48180693,0.48849028
20932,2025-11,1,0.35049019607843135,,2.65,1.43,0.42395964,0.37775975,0.4051276,0.3701876
20933,2025-11,1,0.41253263707571797,,2.25,1.58,0.35900122,0.39249575,0.3967913,0.3925418
20934,2025-11,1,0.4251968503937008,,2.19,1.62,0.4883499,0.40034857,0.43993205,0.4174239
20935,2025-11,1,0.3893129770992367,0.3653846153846153,2.4,1.53,0.3589081,0.338332,0.44524902,0.3848692
20936,2025-11,1,0.5396825396825397,0.5547073791348601,1.74,2.04,0.49487013,0.488441,0.4617544,0.5302097
20937,2025-11,0,0.4338624338624339,,2.14,1.64,0.46465674,0.46105662,0.3962242,0.43234786
20938,2025-11,0,0.48118279569892475,,1.93,1.79,0.39627653,0.3748761,0.40167508,0.4622279
20939,2025-11,0,0.42105263157894735,,2.2,1.6,0.46809405,0.4278314,0.3747057,0.34533018
20940,2025-11,1,0.5401069518716577,,1.72,2.02,0.45504457,0.39705652,0.41495174,0.51167977
20941,2025-11,0,0.4625668449197861,,2.01,1.73,0.41953412,0.4288412,0.51230496,0.500787
20942,2025-11,1,0.5240641711229947,0.5166240409207161,1.78,1.96,0.43540487,0.41808963,0.46655852,0.5210729
20943,2025-11,1,0.37688442211055284,0.4069478908188585,2.48,1.5,0.42757368,0.37374818,0.4810257,0.40227133
20944,2025-11,1,0.7024608501118569,0.705240174672489,1.33,3.14,0.5734781,0.66496086,0.6541769,0.7054429
20945,2025-11,1,0.5066666666666666,0.5685279187817259,1.85,1.9,0.55763304,0.48585263,0.5292139,0.5117632
20946,2025-11,1,0.41558441558441556,0.3901234567901235,2.25,1.6,0.58774936,0.46616474,0.4815611,0.43443924
20947,2025-11,0,0.44210526315789467,0.42929292929292934,2.12,1.68,0.56786656,0.46296972,0.48003015,0.4394103
20948,2025-11,1,0.53315649867374,0.5358974358974359,1.76,2.01,0.5346706,0.60197985,0.59531516,0.567266
20949,2025-11,1,0.6171284634760705,0.6452380952380953,1.52,2.45,0.5004835,0.5042095,0.53873706,0.61674166
20950,2025-11,0,0.4244791666666667,0.3762135922330097,2.21,1.63,0.3701088,0.361728,0.4156565,0.3898391
20951,2025-11,1,0.6096938775510204,0.633734939759036,1.53,2.39,0.49867877,0.54357564,0.60095894,0.6647917
20952,2025-11,1,0.5792207792207792,0.6108374384236454,1.62,2.23,0.45649424,0.57734394,0.53487265,0.61524427
20953,2025-11,0,0.48533333333333345,0.4540816326530612,1.93,1.82,0.4921716,0.50461197,0.49843153,0.49695873
20954,2025-11,0,0.49066666666666664,0.5396419437340153,1.91,1.84,0.3732896,0.47889876,0.48192292,0.43793425
20955,2025-11,0,0.5605263157894738,0.5804020100502513,1.67,2.13,0.65175974,0.69372004,0.6914861,0.57373625
20956,2025-11,1,0.5669291338582677,0.5757575757575757,1.65,2.16,0.6344243,0.5039586,0.50591266,0.5114937
20957,2025-11,1,0.5654450261780105,0.5558375634517766,1.66,2.16,0.6752417,0.59084684,0.5456208,0.58020425
20958,2025-11,0,0.5384615384615384,0.47193877551020413,1.74,2.03,0.611706,0.6777672,0.5755198,0.6001296
20959,2025-11,1,0.3893129770992367,0.33953488372093027,2.4,1.53,0.44787592,0.41074735,0.4296736,0.40379295
20960,2025-11,0,0.40979381443298973,0.3857493857493858,2.29,1.59,0.44876757,0.39450002,0.41585532,0.40583283
20961,2025-11,1,0.4376657824933686,,2.12,1.65,0.556293,0.42521787,0.36794525,0.39287516
20962,2025-11,0,0.3893129770992367,0.43147208121827413,2.4,1.53,0.49668136,0.44547138,0.45506698,0.39947063
20963,2025-11,0,0.48670212765957455,0.4416243654822335,1.93,1.83,0.4908422,0.4581626,0.48588195,0.4725148
20964,2025-11,0,0.3564356435643564,0.35629453681710216,2.6,1.44,0.58278966,0.42113003,0.39632863,0.35898682
20965,2025-11,0,0.5358090185676393,0.5561224489795918,1.75,2.02,0.5085093,0.5165751,0.5237287,0.56181383
20966,2025-11,0,0.4005102040816326,0.3823529411764706,2.35,1.57,0.45663604,0.39332774,0.3994857,0.3628198
20967,2025-11,1,0.3897435897435897,,2.38,1.52,0.46065515,0.5231392,0.4884351,0.4180742
20968,2025-11,0,0.4308093994778067,0.4231738035264484,2.18,1.65,0.50164264,0.40046287,0.46384525,0.43772286
20969,2025-11,1,0.6065989847715737,0.6034482758620691,1.55,2.39,0.5562085,0.4769132,0.5198264,0.56768423
20970,2025-11,1,0.5818181818181818,0.6024691358024691,1.61,2.24,0.58034575,0.55100346,0.5835811,0.5869571
20971,2025-11,1,0.6857798165137615,0.6955555555555556,1.37,2.99,0.64538604,0.6011737,0.63995963,0.6365759
20972,2025-11,1,0.6240601503759399,0.6228710462287105,1.5,2.49,0.66604614,0.65560263,0.64635205,0.6202612
20973,2025-11,1,0.6752336448598132,0.662004662004662,1.39,2.89,0.56566644,0.5955338,0.5616218,0.63955253
20974,2025-11,0,0.6361386138613861,0.6049382716049383,1.47,2.57,0.537306,0.5434768,0.5791623,0.63783073
20975,2025-11,1,0.5792207792207792,0.599009900990099,1.62,2.23,0.59913653,0.5469614,0.5583308,0.5710332
20976,2025-11,1,0.4708994708994709,0.4387755102040816,2.0,1.78,0.4321231,0.4868702,0.51129436,0.47562176
20977,2025-11,1,0.4787234042553191,0.48849104859335046,1.96,1.8,0.46738204,0.5853437,0.4772522,0.47321463
20978,2025-11,0,0.5053191489361702,0.4782608695652174,1.86,1.9,0.3942897,0.4065644,0.47376424,0.49052492
20979,2025-11,0,0.36543209876543215,0.33103448275862074,2.57,1.48,0.4332839,0.4248599,0.4563694,0.3526023
20980,2025-11,0,0.4680851063829787,0.5025641025641026,2.0,1.76,0.68624115,0.5543626,0.5737468,0.4841064
20981,2025-11,0,0.433420365535248,0.44529262086514,2.17,1.66,0.4674554,0.47072148,0.44119924,0.42463246
20982,2025-11,1,0.5762273901808785,0.5623409669211196,1.64,2.23,0.4257908,0.4970259,0.5230505,0.60191864
20983,2025-11,1,0.4523809523809524,0.4731457800511509,2.07,1.71,0.33313304,0.413472,0.47035637,0.44803447
20984,2025-11,1,0.45844504021447724,,2.02,1.71,0.40050966,0.37798995,0.40420228,0.45914188
20985,2025-11,1,0.41514360313315923,,2.24,1.59,0.53486717,0.39764458,0.42701164,0.4430088
20986,2025-11,1,0.5388739946380697,,1.72,2.01,0.40340075,0.52101505,0.48559293,0.52440405
20987,2025-11,1,0.4611260053619303,,2.01,1.72,0.45609385,0.46514598,0.5051638,0.49086922
20988,2025-11,1,0.6142131979695432,0.6213592233009708,1.52,2.42,0.631057,0.5964395,0.53967804,0.6325906
20989,2025-11,0,0.43307086614173224,0.4430379746835443,2.16,1.65,0.43172693,0.4042198,0.45553604,0.42916805
20990,2025-11,1,0.5744125326370757,0.6059113300492611,1.63,2.2,0.6213802,0.6095681,0.5979265,0.5672253
20991,2025-11,1,0.4088541666666667,,2.27,1.57,0.5610196,0.3829578,0.34425598,0.38170063
20992,2025-11,0,0.41343669250646,0.44757033248081834,2.27,1.6,0.40017405,0.4747283,0.4709627,0.4517539
20993,2025-11,0,0.421875,0.45897435897435895,2.22,1.62,0.42093724,0.406957,0.44165745,0.42277423
20994,2025-11,0,0.5398936170212765,0.5063938618925831,1.73,2.03,0.61499214,0.53696746,0.5377136,0.55796427
20995,2025-11,1,0.6437346437346437,0.6720554272517322,1.45,2.62,0.61229837,0.63952035,0.62934935,0.6418837
20996,2025-11,0,0.3828715365239294,0.35714285714285715,2.45,1.52,0.46650997,0.5188791,0.5101208,0.36403933
20997,2025-11,0,0.5488126649076518,0.517948717948718,1.71,2.08,0.5007688,0.5290742,0.492728,0.5482658
20998,2025-11,1,0.5186170212765957,0.5433673469387755,1.81,1.95,0.6132081,0.52216125,0.46763134,0.5147753
20999,2025-11,1,0.4932614555256065,,1.88,1.83,0.5106987,0.4828084,0.49378818,0.50723535
21000,2025-11,1,0.5172413793103448,0.5063938618925831,1.82,1.95,0.5867685,0.5220677,0.47538352,0.5212072
21001,2025-11,1,0.3793969849246231,0.3219178082191781,2.47,1.51,0.49555388,0.41457444,0.45405254,0.37788028
21002,2025-11,1,0.42368421052631583,,2.19,1.61,0.45753708,0.4624361,0.47296852,0.49007016
21003,2025-11,0,0.47074468085106375,0.45012787723785164,1.99,1.77,0.5660542,0.49299663,0.5670416,0.4767886
21004,2025-11,1,0.6116751269035533,0.6328502415458938,1.53,2.41,0.50961447,0.52530634,0.5633403,0.581538
21005,2025-11,0,0.41253263707571797,,2.25,1.58,0.44684967,0.35607997,0.41786462,0.43087006
21006,2025-11,1,0.577023498694517,0.5358974358974359,1.62,2.21,0.66120994,0.6266478,0.59651124,0.58648366
21007,2025-11,0,0.5464190981432361,0.5839598997493733,1.71,2.06,0.6713124,0.6213452,0.60048133,0.5733403
21008,2025-11,0,0.5669291338582677,0.5421994884910486,1.65,2.16,0.5338917,0.6016516,0.67072994,0.6032759
21009,2025-11,1,0.5476190476190476,0.5656565656565657,1.71,2.07,0.5362688,0.55363643,0.5200445,0.53916126
21010,2025-11,1,0.6354679802955665,0.6435406698564593,1.48,2.58,0.50370634,0.5523776,0.587549,0.6595096
21011,2025-11,1,0.5680628272251308,0.5612244897959184,1.65,2.17,0.4879991,0.48373646,0.53306675,0.57509744
21012,2025-11,0,0.3148148148148148,0.30734966592427615,2.96,1.36,0.4289166,0.48751163,0.4342359,0.3178222
21013,2025-11,1,0.6658711217183771,0.6911111111111111,1.4,2.79,0.65475476,0.64558786,0.6635386,0.70587814
21014,2025-11,0,0.5013333333333333,0.4936061381074168,1.87,1.88,0.601562,0.48931113,0.51471555,0.51497525
21015,2025-11,1,0.4603174603174603,0.39454094292803965,2.04,1.74,0.434511,0.53194636,0.4664673,0.46728545
21016,2025-11,1,0.4746666666666666,0.4808184143222507,1.97,1.78,0.4887104,0.48242646,0.43777847,0.41268882
21017,2025-11,0,0.4588859416445623,0.43291139240506327,2.04,1.73,0.46146417,0.4547537,0.4819676,0.48248655
21018,2025-11,0,0.5943152454780362,0.6313253012048193,1.57,2.3,0.5567463,0.5917164,0.6274718,0.64237297
21019,2025-11,0,0.43307086614173224,0.4054726368159204,2.16,1.65,0.5555278,0.50904655,0.47852993,0.4404443
21020,2025-11,0,0.6116751269035533,0.6059113300492611,1.53,2.41,0.57940435,0.5736314,0.5623811,0.58728087
21021,2025-11,0,0.41666666666666663,0.3872549019607843,2.24,1.6,0.49675483,0.43595648,0.43860322,0.4076878
21022,2025-11,0,0.45721925133689845,,2.03,1.71,0.40248284,0.40665874,0.39682704,0.41471916
21023,2025-11,0,0.38167938931297707,,2.43,1.5,0.49141803,0.38444105,0.31680015,0.30625927
21024,2025-11,0,0.5335120643431636,,1.74,1.99,0.46356648,0.48131198,0.4906242,0.52828586
21025,2025-11,1,0.5546666666666668,,1.67,2.08,0.56052285,0.50899893,0.49577203,0.58099264
21026,2025-11,1,0.5661375661375662,,1.64,2.14,0.348445,0.3814396,0.3788578,0.5364717
21027,2025-11,0,0.40155440414507776,,2.31,1.55,0.45267192,0.44532976,0.44525194,0.4026332
21028,2025-11,1,0.5108108108108108,,1.81,1.89,0.48368272,0.53399026,0.48326015,0.58735335
21029,2025-11,1,0.5027027027027027,,1.84,1.86,0.46415704,0.48747244,0.519818,0.5248462
21030,2025-11,0,0.3430656934306569,,2.7,1.41,0.3450076,0.39255553,0.36194354,0.3225221
